Roll Number,Official School Name,website,Address 1,Address 2,Address 3,Address 4,County,Eircode,Phone,Email,Principal Name,DEIS (Y/N),School Gender - Post Primary,Pupil Attendance Type,Irish Classification - Post Primary,Gaeltacht Area Location (Y/N),Fee Paying School (Y/N),Ethos/Religion,Open/Closed Status,Total Girls,Total Boys,Total Pupils
63900R,St Vincent's Secondary School,http://www.stv.ie/,Seatown Place,Dundalk,Co. Louth,,Louth,A91EW81,429332790,office@stv.ie,MRS. DEIRDRE MATTHEWS,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,911,,911
63910U,St Louis Secondary School,www.stlouisdundalk.ie ,Dun Lughaidh,Dundalk,Co Louth,,Louth,A91FC91,429334474,info@stlouisdundalk.ie,MRS. LORRAINE MARCELLA QUIGLEY,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,505,,505
63920A,Dundalk Grammar School,www.dgs.ie ,The Crescent,Dundalk,Co Louth,,Louth,A91FH00,429334459,records@dgs.ie,MR. JONATHAN GRAHAM,N,Mixed,Mixed,No subjects taught through Irish,N,Y,CHURCH OF IRELAND,Open,231,342,573
71750U,Bush Post Primary School,www.bpps.ie ,Riverstown,Dundalk,Co Louth,,Louth,A91W320,429376246,bushpp@lmetb.ie,Mr. Kevin Joyce,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,280,314,594
71761C,St Oliver's Community College,www.socc.ie ,Rathmullen Road,Drogheda,Co. Louth,,Louth,A92D766,419838515,info@socc.ie,Mr. John Halpin,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,664,649,"1,313"
71770D,Ó Fiaich College,www.ofiaichcollege.ie ,Dublin Road,Dundalk,Co. Louth,,Louth,A91WK75,429331398,info@ofi.ie,MR PADRAIG McGOVERN,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,140,179,319
71780G,Scoil Ui Mhuiri,http://www.scoiluimhuiri.ie/,Barn Road,Dunleer,Co. Louth,,Louth,A92FY96,416851344,ScoilUiMhuiri@lmetb.ie,Eilish Flood,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,265,321,586
76195U,Coláiste Chú Chulainn,http://www.colaistecc.ie/,Dundalk,Dundalk,,,Louth,A91PV29,429354553,colaistecc@lmetb.ie,Deirdre Ui Liathain,N,Mixed,Day,Some pupils taught all subjects through Irish,N,N,MULTI DENOMINATIONAL,Open,172,218,390
91441T,Ardee Community School,www.ardeecommunityschool.ie ,Ardee,Co Louth,,,Louth,A92F838,416853557,accounts@ardeecommunityschool.ie,MS. MARY JACKSON,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,367,439,806
91573N,Ballymakenny College,http://www.ballymakennycollege.ie/,Ballymakenny Road,Drogheda,,,Louth,A92C6HY,,info@ballymakennycollege.ie,MR. ALAN MYNES,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,253,237,490
64500G,Balla Secondary School,http://cranacollege.scoilnet.ie/blog/,Balla,Castlebar,Co Mayo,,Mayo,F23KT65,949365082,bernie@ballasecschool.com,MS. TERESA WALSH,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,123,159,282
64510J,St Muredachs College,http://cncstudentcouncil.weebly.com,Sligo Road,Ballina,Co Mayo,,Mayo,F26FF25,9621298,info@stmuredachscollege.ie,MR. LEO G GOLDEN,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,294,294
64520M,St. Mary's Secondary School,http://avsdonegal.com,Convent of Mercy,Ballina,Co Mayo,,Mayo,F26R928,9670333,office@stmarysballina.ie,MR. ROBERT O REILLY,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,483,,483
64570E,Our Lady's Secondary School,http://errigalcollege.ie,Belmullet,Co Mayo,,,Mayo,F26RH50,9781157,ourladysbelmullet@gmail.com,"Josephine Moran, Act Prin",Y,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,114,102,216
64580H,St. Geralds College,http://mulroycollege.ie/2018/,Newport Road,Castlebar,Co. Mayo,,Mayo,F23WV66,949021383,info@stgeraldscollege.com,MR. DANIEL HYLAND,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,619,619
64590K,St Joseph's Secondary School,http://www.deelecollege.ie,Castlebar,Co Mayo,,,Mayo,F23RK09,949021406,info@stjosephscastlebar.com,MRS. MARIE HUGHES-MACCABE,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,582,,582
64610N,Coláiste Cholmáin,http://donegalvec.ie/finnvalleycollege/,Claremorris,Co Mayo,,,Mayo,F12HW25,949371442,Office@stcolmans.ie,MR. JAMES FINN,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,402,402
64620Q,Mount St Michael,http://stcatherinesvs.com,Convent of Mercy,Claremorris,Co Mayo,,Mayo,F12TY09,949371474,admin@mtstmichael.ie,MRS. FIONNGHUALA KING,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,457,,457
64630T,Jesus & Mary Secondary School,http://www.cuuladh.ie/?lang=en,Gortnor Abbey,Crossmolina,Co Mayo,,Mayo,F26W566,9631597,office@gortnorabbey.ie,MRS. PATRICIA MELVIN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,266,298,564
64640W,St Joseph's Secondary School,,Foxford,Co Mayo,,,Mayo,F26W866,949256145,info@stjosephsfoxford.ie,MS. EILEEN THERESA O'BRIEN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,233,229,462
64660F,Sancta Maria College,http://www.athlonecc.ie,Louisburgh,Co Mayo,,,Mayo,F28NY64,9866342,sanctamc@iol.ie,MRS. PAULINE MORAN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,212,227,439
64690O,Scoil Muire Agus Padraig,https://castlepollardcc.ie,Swinford,Co Mayo,,,Mayo,F12XV59,949251481,principal@scmap.ie,MR. PATRICK ANTHONY DUNNE,Y,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,172,162,334
64691Q,Coláiste Mhuire,http://columbacollege.ie,Tuar Mhic Éadaigh,Co Mhaigh Eo F12 H766,,,Mayo,F12H766,949544107,colmuirtuar@eircom.net,MR. LIAM O RUAIN,N,Mixed,Day,All pupils taught all subjects through Irish,Y,N,CATHOLIC,Open,105,85,190
64700O,Rice College,http://mullingarcc.ie,Castlebar Road,Westport,Co Mayo,,Mayo,F28TK64,9825698,martina@ricecollegewestport.ie,MR. MICHAEL JOHN RABBETTE,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,476,476
64710R,Sacred Heart School,http://www.moynecollege.ie,Westport,Co Mayo,,,Mayo,F28Y368,9826268,info@shswestport.ie,MRS. ANNE MURPHY,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,572,,572
72020L,Moyne College,https://www.stbrendanscollege.com/,Ballina,Co Mayo,,,Mayo,F26W884,9621472,info@moynecollege.ie,Siobhan Towey,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,66,119,185
72050U,St. Brendan's College,http://tiernanscollege.ie,Belmullet,Co. Mayo,,,Mayo,F26C782,9781437,stbrendanscollege@msletb.ie,Michael Walshe (Acting),Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,193,183,376
72100J,St. Tiernan's College,http://lackencross.ie,Crossmolina,Ballina,Co Mayo,,Mayo,F26WK25,9631236,TiernansCollege@msletb.ie,Mr Conor O'Reilly,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,93,135,228
72130S,St. Patrick's College,,Lacken Cross,Killala,Co Mayo,,Mayo,F26NW52,9634177,info@lackencross.ie,Mr.Brian Jennings,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,82,87,169
72140V,Colaiste Chomain,http://www.davittcollege.com,Rossport,Ballina,Co Mayo,,Mayo,F26YR99,9788940,eolas@gcr.ie,Jason Ó Mongáin,Y,Mixed,Day,All pupils taught all subjects through Irish,Y,N,INTER DENOMINATIONAL,Open,29,30,59
76060U,Davitt College,,Springfield,Castlebar,,,Mayo,F23VY15,949023060,davittcollege.msletb.ie,Bernadette Rowland,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,348,329,677
76150V,Coláiste Pobail Acla,http://colaisteailigh.ie,Achill Sound,Westport,Co. Mayo,,Mayo,F28CP49,9845139,info@cpacla.ie,Paul Fahy (as per OR 2017-18),Y,Mixed,Day,No subjects taught through Irish,Y,N,MULTI DENOMINATIONAL,Open,102,131,233
76334I,St Joseph's Community College,http://www.maghenecollege.ie,Charlestown,Mayo,,,Mayo,F12WE19,,info@sjcc.ie,John Killeen,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,69,74,143
91461C,Ballyhaunis Community School,https://www.movillecc.ie,Knock Road,Ballyhaunis,Co.Mayo,,Mayo,F35RF63,949630235,principal@ballyhauniscs.ie,MR. JOHN DAVID MCDONAGH,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,293,263,556
91462E,Ballinrobe Community School,,Convent Road,Ballinrobe,Co Mayo,,Mayo,F31XD53,949541777,blrobesch@eircom.net,MR. WILLIAM CULKEEN,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,331,321,652
91494R,St Louis Community School,http://colaistepobailacla.ie,Kiltimagh,Co Mayo,,,Mayo,F12RP76,949381228,admin@stlouiscs.com,MR. CAHIL DOHERTY,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,298,278,576
64350N,St Patrick's Classical School,http://www.stpatscs.com/,Moatlands,Navan,Co Meath,,Meath,C15CT95,469023772,office@stpatscs.com,MR. COLM O'ROURKE,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,916,916
64360Q,"St. Joseph's Secondary School, Navan,",http://www.mercynavan.ie/,Brew's Hill,Navan,Co Meath,,Meath,C15HW32,469021830,info@mercynavan.ie,MS. MARY MULLIGAN,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,704,,704
64370T,Loreto Secondary School,http://loretonavan.scoilnet.ie/blog/,St Michaels,Navan,Co Meath,,Meath,C15YF83,469023830,office@loretonavan.ie,MRS. MIRIAM MURPHY,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,818,,818
64410F,Eureka Secondary School,http://www.eurekasecondaryschool.ie/,Kells,Co. Meath,,,Meath,A82DX47,469240132,office@eurekaschool.ie,MS. CAROLINE O'REILLY,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,674,5,679
64420I,Franciscan College,https://www.gormanstoncollege.ie ,Gormanston,Co Meath,,,Meath,K32NH30,18412203,adminsec@gormanstoncollege.ie,MR. DERMOT LAVIN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,149,321,470
64450R,Scoil Mhuire,https://www.scoilmhuiretrim.ie ,Convent Of Mercy,Trim,Co Meath,,Meath,C15FF67,469431439,scoilmhuiretrim.ias@eircom.net,MS. JACQUELINE MAHER,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,796,,796
71950F,St Peter's College,https://www.stpeterscc.ie ,Dunboyne,Co. Meath,,,Meath,A86W864,18252552,stpeterscollege@lmetb.ie,Laim Greene ( Deputy),N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,607,604,"1,211"
71960I,Community College Dunshaughlin,https://www.dunshaughlincc.ie ,Dunshaughlin,Co Meath,,,Meath,A85TY22,18259137,dunshauglincc@lmetb.ie,Shane Foley,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,428,603,"1,031"
71970L,Coláiste Clavin,https://portal.meathvec.ie/schools/fintinas/ ,Longwood,Enfield,Co Meath,,Meath,A83FW96,469555018,Colaisteclavin@lmetb.ie,Mr Thomas Stack,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,141,166,307
71980O,O'Carolan College,https://www.ocarolancollege.ie/,Nobber,Co Meath,,,Meath,A82PK51,469052177,ocarolancollege@lmetb.ie,Cathal Rogers,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,250,334,584
71990R,St Oliver Post Primary,http://www.stoliverpps.ie/,Oldcastle,Co. Meath,,,Meath,A82RK76,498541180,stoliverpostprimary@lmetb.ie,Brendan Corcoran,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,251,308,559
71991T,Coláiste Pobail Rath Cairn,www.cprathcairn.ie ,Ráth Cairn,Athboy,Co Meath,,Meath,C15FK26,469432722,cprc@lmetb.ie,Macdara O' Duíllearga,N,Mixed,Day,All pupils taught all subjects through Irish,Y,N,INTER DENOMINATIONAL,Open,53,67,120
72010I,Beaufort College,www.beaufortcollege.ie ,Trim Rd,Navan,Co Meath,,Meath,C15PY53,469029550,beaufortcollege@lmetb.ie,Angela Crowcock,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,118,340,458
76088T,Ratoath College,www.ratoathcollege.ie ,Jamestown,Ratoath,Co. Meath,,Meath,A85TW84,18254102,ratoathcollege@lmetb.ie,Oonagh Prendergast,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,483,576,"1,059"
76103M,Colaiste na hInse,www.colaistenahinse.ie ,Bettystown,Co Meath,,,Meath,A92NY30,419813335,amccarrick.cni@lmetb.ie,Annemarie McCarrick,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,459,549,"1,008"
76173K,"Colaiste na Mí, Navan, Co. Meath",www.colaistenami.ie ,Navan,Navan,,,Meath,C15T028,,colaistenami@lmetb.ie,Patrick Carr (Acting),N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,198,424,622
76196W,DE LACY COLLEGE,www.colaistedelacy.ie ,Ashbourne,Ashbourne,,,Meath,A84VF79,,colaistedelacy@lmetb.ie,Janice Corrigan,N,Mixed,,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,165,125,290
91456J,St Ciaran's Community School,www.stciaranscs.ie ,Navan Rd,Kells,Co Meath,,Meath,A82N677,469241551,office@stciaranscs.ie,MR. F LAFFERTY,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,124,497,621
91495T,Ashbourne Community School,www.ashcom.ie ,Deerpark,Ashbourne,Co Meath,,Meath,A84T925,18353066,admin@ashcom.ie,MS. AINE O'SULLIVAN,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,462,571,"1,033"
91508C,Boyne Community School,www.boynecs.ie ,Trim,Co. Meath,,,Meath,C15RK79,469481654,info@boynecs.ie,MS. ELIZABETH CAHILL,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,142,608,750
91517D,ATHBOY COMMUNITY SCHOOL,www.athboycs.ie/ ,ATHBOY,CO MEATH,,,Meath,C15DK16,469487894,athboycs@eircom.net,UAS. ANTANE DUINNSHLEIBHE,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,227,332,559
64750G,Patrician High School,www.patricianhighschool.ie ,Carrickmacross,Co. Monaghan,,,Monaghan,A81X256,429661525,admin@patricianhighschool.ie,MR. PATRICK DUFFY,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,536,536
64760J,St Louis Secondary School,www.stlouiscmx.com ,Carrickmacross,Co. Monaghan,,,Monaghan,A81HF78,429661587,stlouiscmx@eircom.net,MS. KAREN PATTON,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,573,,573
64770M,Our Lady's Secondary School,www.olss.ie ,Castleblayney,Co. Monaghan,,,Monaghan,A75NA43,429740351,office@olss.ie,MR. EDDIE KELLY,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,369,346,715
64810V,St. Macartan's College,www.stmacartanscollege.ie ,Monaghan,Co. Monaghan,,,Monaghan,H18X704,4781642,admin@stmacartanscollege.ie,MR. RAYMOND MC HUGH,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,609,609
64820B,St. Louis Secondary School,www.stlouismonaghan.com ,Monaghan,Co. Monaghan,,,Monaghan,H18A079,4781422,saintlouis@eircom.net,MISS VERONICA O'BRIEN,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,541,,541
64830E,Monaghan Collegiate School,www.monaghancollegiateschool.ie ,Corlatt,Monaghan,Co Monaghan,,Monaghan,H18X027,4782060,mcsprincipal@monaghancollegiateschool.ie,MR. JOHNSTON TREVOR REID,N,Mixed,Day,No subjects taught through Irish,N,Y,CHURCH OF IRELAND,Open,122,144,266
72170H,Ballybay Community College,,Ballybay,Co Monaghan,,,Monaghan,A75V882,429741093,moyalynch@ballybaycc.ie,Moyah Lynch,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,151,176,327
72171J,Largy College,www.largy.ie ,Analore Rd,Clones,Co Monaghan,,Monaghan,H23FP82,4751132,info@largy.ie,Ms S.Magennis,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,195,178,373
72180K,Inver College,www.invercollege.ie ,Carrickmacross,Co Monaghan,,,Monaghan,A81V342,429661282,info@invercollege.ie,Mr Thomas Sharkey,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,126,167,293
72190N,Castleblayney College,http://castleblayneycollege.ie/,Dublin Road,Castleblayney,Co Monaghan,,Monaghan,A75NP76,429740066,info@cblayneycollege.com,Mr. Niall McVeigh,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,118,136,254
72210Q,Beech Hill College,www.bhc.ie ,Monaghan,Co. Monaghan,,,Monaghan,H18P997,4781200,info@bhc.ie,Mr Patrick McArdle,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,251,269,520
76091I,Coláiste Oiriall,http://www.oiriall.ie/,Tir Chianáin,Muineachán,Co Mhuineacháin,,Monaghan,H18W897,4772344,eolas@oiriall.ie,Brendan O Dufaigh,N,Mixed,Day,All pupils taught all subjects through Irish,N,N,INTER DENOMINATIONAL,Open,190,118,308
65582Q,St Mary's Secondary School,www.stmarysedenderry.ie ,Edenderry,Co Offaly,,,Offaly,R45TY36,469731457,emullaniff@stmarysedenderry.ie,MR. ROBERT HALFORD,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,419,420,839
65610S,Colaiste Choilm, www.colaistechoilmtullamore.ie ,O'Moore Street,Tulach Mhor,Co. Offaly,,Offaly,R35WF97,579351756,info@colaistechoilmtullamore.ie,MR. TADHG B O SULLIVAN,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,611,611
65620V,Sacred Heart Secondary School,www.shstullamore.ie ,Daingean Road,Tullamore,Co. Offaly,,Offaly,R35K061,579321747,shs@eircom.net,MS. PAULINE MCKENNA,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,611,,611
65630B,Killina Presentation Secondary School,www.killinaschool.ie ,Rahan,Tullamore,Co Offaly,,Offaly,R35PX95,579355706,killina.ias@eircom.net,MR. JOHN COTTER,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,216,226,442
68068R,Coláiste Íosagáin,colaisteiosagainport.ie,Portarlington,Co. Offaly R32 HV25,,,Offaly,R32HV25,578623407,portprincipal@eircom.net,MR. SEAMUS FINTAN BENNETT,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,502,494,996
72520I,Coláiste Naomh Cormac,www.cnckilcormac.ie ,Kilcormac,Co Offaly,,,Offaly,R42R726,579135048,mail@cnckilcormac.ie,Brian Kehoe,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,95,83,178
72530L,Ard Scoil Chiaráin Naofa,www.ascnclara.com ,Frederick St.,Clara,Co. Offaly,,Offaly,R35H974,579331231,secretary@ascnclara.ie,Mr Roger Geagan,Y,Mixed,Day,Some pupils taught some subjects through Irish,N,N,INTER DENOMINATIONAL,Open,133,161,294
72540O,Oaklands Community College, www.oaklandscc.ie ,Sr. Senan Avenue,Edenderry,Co. Offaly,,Offaly,R45R727,469731573,principal@oaklandscc.ie,Gerard Connolly,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,362,399,761
72560U,Tullamore College,www.tullamorecollege.ie ,Riverside,Tullamore,Co. Offaly,,Offaly,R35XC66,579321677,admin@tullamorecollege.ie,Edward McEvoy,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,320,313,633
76105Q,Colaiste Na Sionna,www.bccns.ie ,Banagher,Banagher,,,Offaly,R42RF66,579151323,admin@bccns.ie,Mr Paddy Scales,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,274,278,552
91491L,St.Brendan's Community School,www.stbrendanscsbirr.ie ,Birr,Co Offaly,,,Offaly,R42KN92,579120510,info@stbrendanscsbirr.ie,MRS. MARY R LOUGHNANE,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,446,468,914
91515W,GALLEN COMMUNITY SCHOOL,www.gallencs.com ,FERBANE,CO OFFALY,,,Offaly,R42N8P8,906453600,admin@gallencs.com,MR. JOHN IRWIN,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,149,204,353
65080P,C.B.S. Roscommon,,Abbeytown,Roscommon,Co. Roscommon,,Roscommon,F42V273,906626496,cbsroscommon@eircom.net,MISS FIONA MARY GALLAGHER,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,380,380
65090S,Scoil Muire gan Smal,http://conventofmercyros.com/,Convent of Mercy,Roscommon Town,,,Roscommon,F42VK66,906626321,info@rosconvent.ie,MS. MIRIAM HUNT,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,542,,542
65100S,Scoil Mhuire,http://www.scoilmhuirestrokestown.ie/,Strokestown,Co Roscommon,,,Roscommon,F42HW56,719633223,scoilmhuirestrokestown@eircom.net,MR. EAMON CORRIGAN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,249,277,526
68067P,St Nathy's College,http://www.stnathys.com/,Ballaghaderreen,Co Roscommon,,,Roscommon,F45V122,949860010,info@stnathys.com,MR. DECLAN DUNNE,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,332,313,645
68325L,Coláiste Chiaráin,www.colaistechiarainathlone.ie ,Summerhill,Athlone,,,Roscommon,N37AH97,906492383,,MR. LIAM NALLY,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,172,311,483
72280O,Elphin Community College,http://www.elphincollege.ie/,Elphin,Castlerea,Co Roscommon,,Roscommon,F45NF83,719635031,maria.lee@gretb.ie,Elma Nerney,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,57,80,137
72290R,Roscommon Community School,http://roscomcol.com/,Lisnamult,Roscommon,Co. Roscommon,,Roscommon,F42P959,906626670,roscomcol@eircom.net,Mr. Frank Chambers,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,150,274,424
76072E,Abbey Community College,www.abbeycc.ie/ ,Boyle,Co Roscommon,,,Roscommon,F52HK46,719664646,info.abbey@gretb.ie,Mr David Harding,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,169,168,337
91493P,Castlerea Community School,http://www.castlereacs.com/,Castlerea,Co. Roscommon,,,Roscommon,F45ER02,949620177,principalcastlereacs@gmail.com,MS. EILEEN RYAN,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,178,170,348
65130E,St Marys College,http://www.smcb.ie/,Ballysadare,Co Sligo,,,Sligo,F91DX82,719167579,info@smcb.ie,MR. ANTHONY CARTY,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,81,83,164
65140H,Coláiste Muire,http://cmbm.ie/,Ballymote,Co Sligo,,,Sligo,F56NA09,719183086,principal@cmbm.ie,MR. PETER MAHONEY,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,144,112,256
65150K,Jesus & Mary Secondary School,http://jmsschoolenniscrone.ie/,Enniscrone,Co Sligo,,,Sligo,F26WR83,9636496,jmsschool@eircom.net,SR. MARY KELLY,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,142,152,294
65170Q,Summerhill College,http://www.summerhillcollege.ie/,Sligo,Co. Sligo,,,Sligo,F91D5YF,719160311,info@summerhillcollege.ie,MR. PAUL KEOGH,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,937,937
65180T,Ursuline College,http://www.ursulinecollegesligo.com/,Finisklin,Sligo,,,Sligo,F91FW54,719161653,oreganmairead@eircom.net,SR. MAIREAD O'REGAN,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,720,,720
65181V,Mercy College,http://www.mercycollegesligo.ie/,Chapel Hill,Sligo,Co. Sligo,,Sligo,F91CF80,719143476,mercycollegesligo@gmail.com,MS. COLETTE ANNE O'HAGAN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,398,2,400
65190W,Sligo Grammar School,http://www.sligogrammarschool.org/,The Mall,Sligo,,,Sligo,F91YW68,719145010,admin@sligogrammarschool.org,MR. MICHAEL DAVID HALL,N,Mixed,Mixed,No subjects taught through Irish,N,Y,CHURCH OF IRELAND,Open,178,246,424
72300R,Corran College,http://corrancollege.com/,Ballymote,Co Sligo,,,Sligo,F56DP86,719183285,corrancollege@msletb.ie,Elaine Harte,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,43,51,94
72310U,Coola Post Primary School,http://www.coola.ie/,Riverstown,Via Boyle,Co Sligo,,Sligo,F52XE71,719165365,coolapps@msletb.ie.ie,Mr Damien McGoldrick,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,254,243,497
72320A,Coláiste Iascaigh,http://colaisteiascaigh.scoilnet.ie/blog/,Easkey,Co Sligo,,,Sligo,F26EC56,9649021,maevekelly@msletb.ie,Maeve Kelly,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,59,66,125
72330D,Grange Post Primary School,http://www.grangepps.ie/,Grange,Co Sligo,,,Sligo,F91F722,719163514,secretary@grangepps.ie,Eimear Harte,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,71,130,201
72360M,Ballinode College,http://www.ballinodecollege.com/,Clarion Rd,Sligo,,,Sligo,F91DY66,719145480,ballinodecollege@msletb.ie,David McGuinness,Y,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,55,104,159
91512Q,St Attracta's Community School,http://www.stattractas.ie/,Tubbercurry,Co. Sligo,,,Sligo,F91KT21,719120814,info@stattractas.ie,MR. DAVID JOHN MC EVOY,N,Mixed,Day,No subjects taught through Irish,N,N,INTER DENOMINATIONAL,Open,321,346,667
65240L,Presentation Secondary School,http://www.presthurles.ie/,Ballingarry,Thurles,Co. Tipperary,,Tipperary,E41W627,529154104,presballingarry@eircom.net,MS. ANGELA CAHILL-DURNAN,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,119,128,247
