,Roll Number,Official School Name,website,Address 1,Address 2,Address 3,Address 4,County,Eircode,Phone,Email,Principal Name,DEIS (Y/N),School Gender - Post Primary,Pupil Attendance Type,Irish Classification - Post Primary,Gaeltacht Area Location (Y/N),Fee Paying School (Y/N),Ethos/Religion,Open/Closed Status,Total Girls,Total Boys,Total Pupils,Lat,Lag,Photo Reference 1,Photo Reference 2,Photo Reference 3,Photo Reference 4,Photo Reference 5,Photo Reference 6,Photo Reference 7,7,Photo Reference 9,Photo Reference 10,Photo Reference 11,Photo Reference 12,Photo Reference 13,Photo Reference 14,Photo Reference 15,Photo Reference 16,Photo Reference 17,Photo Reference 18,Photo Reference 19,Photo Reference 20
162,60092U,Clonkeen College,http://www.clonkeencollege.ie,Clonkeen Road,Blackrock,Co Dublin,,Dublin,A94P206,12892709.0,reception@clonkeencollege.ie,MR. EDWARD MELLY,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,540,540,54.9558392,-7.7342787,CmRaAAAAB1FrurMy4Ma0x3TH2c4vb81ctF6fTlM94ZIYBE9OyaXnO32a_WYMPWVcIE0tJ8GoxzutO6UBdFLxCnKfIY4kE_A855pK8peLQiSfLSoz0eCjUhCBBpxKSPxO3SdTVJv4EhAknsYKEjN6RunBi01mOyHeGhQg0hPILcvqD-oXSHfk6z1dybbL5w,CmRaAAAA3mcwL2loGcjovqxYBkiuNbcEmrpHk36ew-VeBU87bOZIDkg8DYn4g0k7NETR6RqDdMnRmiN20WaAXjyJTZJ1XR7PHOAgO6d7oBHlr1HnMI3v2E6rxTg_9FtqEqbhZmp3EhDOoinq0HFdrXgL5RFeF8zgGhQ3c-La8gFPsNGG2EpN02bKH7Blmg,CmRaAAAA0yTe8QSp7wwmdTnOmM7Yxz5L9g6Ww4aq67-FSdnsEldUT7t7nxekyXHxYnZOC5iIAo2qMRk5X06zzLUajPMkaL_FtplnliqHWSdO9NclSiPwMDZQv17-ZIpk60bRrPI4EhCFrTaOWUV526Rut1eRYD1uGhTSwwRxvR-zlLn9CXkdi1J4cC3QMQ,CmRaAAAAHcGOMzakGsxak0RODkPUUckLFJHmfsQV0n1Vv1Qlj4q5FALChMEQ06EN-fHy3QArLFfyx6rqGlCsBc9MbKdoBju6t3HfmD9gjPv-Nya_3_zJ7dyIcu2YqDhDCLJBrXfrEhANyBnWeaR_fvvOnKYuqntDGhTkTd6MocxtVe92ptrNT9eYwz5tHg,CmRaAAAAl3cRbh5f6GRj_qVXKIvTZ08bCpP3-LIdcTSHyJDha0LcBzQ2TPSz4fpkxjDwkxAexqd3ApS2QhTCrH2wEnl_Qc0nCgchy1ok1vyjXWFgYGl2RCJPyN-K2aC9g9oXhNvpEhCPJ7Xglo_loeCZdbb42Gt5GhStwu4llRq2eIGBQfc-pwmmcRC-qA,CmRaAAAAKwPGQWaP8Ih0gQgz6q8lArA2UCE_-HMMGwcwSva4O-xP4nJSXBXXmlYQ9C53jdaCTrOqWf54-v08rNoCAYXLq5L4rJ9oH6bKGR6h3WEbZYT0ixOW-0R7_yBhTabLw7tIEhCsYEkfA-MdVeYxjfjSZerqGhQUTmXuGaKDKcAkkt6qTbPEcpShtw,CmRaAAAATwGQ2aYdRUQWM3645FDd8SG651jg0uIHgkOC623Kpij1nE9Ox9s9TvQARiNCbsDxkwBRUm2IjawvAqbM7I2N-VUgprAKdM_hezHl9CQresXT7xirXbeQnkOjNyZDo3soEhCKJyzPTC-10XyYKE0XdaZDGhS4AIaNNqI1exoNUgCm29Avtiwk6g,CmRaAAAAswUdkv9Fv_ulQFey3XJ3ZfvhUrCky95MzOxu8fjFWwVN2cRMETIFIpd7s5-uNgZ11Jb49HKOtM7HNVhMwl2hDive2DQkMH3NfDox1fFBkKLdkKRAsqUKfRt7HONtQFSUEhB1DEI__3r5m2FQa6mfEsjLGhT9N-bZ2oyoaTVRbFQIoLBD5oiO3A,CmRaAAAAsVcdCIg_Lx2uszsZGI7LJ2mTwYS7xUg8dJXceYRKNnFDBXJCBI_mfXIPrtqLedOJ29_sy1BjP-ibnfL0KdL2GPW0KuzpCo2kkEIPXxtSeFsRcBITnS7ktlzF4NzvDwqREhALvEOyUX5GOKMiv4PQz8qMGhTkZ-kGXarf4Y3v3vlsa4G023srHQ,CmRaAAAAjaZtLLEFSEG12vhKA_z8T0jDoQ0DpzKN19ZGYx0Wsmdc5lgGFCUK60M5tLuiuEbVElqMcJXnqUVzuqNvcU0K4Bi7_j8g9qW3FsTqBomO1Sgz_pDjNc24db-avvAKRBDdEhCweNGevftpEUCCcnQbUnQCGhQ0xS4iO1d5hVbmEwVCDnpReF3_oA,CmRaAAAAKUHLD0ewZNOAl7JjshW5HGp2wzlXF9xOPVY6mBz8YmLKsskH7rHVjKM_aRj-bYwuRx8mo-LV0wh_Or6gi9_uacMCO-8jSVjSXKWX8yxZ8-yJ9SzEUsN6wDTT5HrJqsLFEhAvZdG3RERTUjPbesi40K60GhSEXX5GGGHSFeh4OSskwuZzBlnf8w,CmRaAAAAb4h0Jo3IF4_vnwNnTJ8kOZNpubh0A6aT_TwFqBdqHpDoX-qFajcWGoeLgCW8P-f-mKlKrNJVqJsHiPrYd20E7ZwfhMWmGfGPar7265zh2n_kphi6wrb-c_XkViGfM_wzEhAM_FH4-qgUCsHXl8Lcvit0GhRoRE1sLc_cCBLrlO865dd9q-TW8g,CmRaAAAAMASvKer2C-UWeoqVlnHTLpHsLQcMsebcjTf3WhdMbwfsSIYatcJAyJxqD5UwLfVV90z_3Ipjn-ca1_AMd2HHjkXjGG2LR9hCF8Az_UYIIQdOxWu3ATVng_xWC5qWsIrwEhCFQR9QDAOTFWL0prVk5zyuGhR815w2Rba5ovX5EHs-OF_obUM98A,CmRaAAAAj-ssg3gfyG1mZYgi-ZeMMzxK-OH7fM-emKqRQPJwROkwRoh-7Em6KV98rySRkBxeP72DEogbE7V30WK3A9DkQWA9XDAmjql0SgXlJHGl3qgWkxwRMleQ5L-KMSElHeDTEhAchaz37d-jiPM9ux6Q3VbDGhS4M-6CfuMM6n72_XWEBsFxWeIOLA,CmRaAAAAbJVnV2KAtxh4WOgEI-HygmrrDnDiTt-XgoQtw5DJk7AqUbhWJEdpLY-NmikNclorg9g6Y3jSe6su2N9YFG9PCYUc-4JzDAUefw3RR_40HZu_Z9YcP4u3UL7ps3BeikB7EhDO3Ul9T6j04IJkYYxWdzQDGhRn-iAxpByc0ZWHsl2PpGZHkisNDQ,CmRaAAAAi3P0i_FuQx60MDewjN1lht-RGaiWnVcrqChrGfFiGn98ANffCx2NLYzPOY7XcYVXiVsL1oxxTP2t88WtBWNDFk6Kq6tEXfkJCex-CxFbDPTu1Ie0zgMa4yz2izl95SbCEhCTAP1Z2AxiQtohFHQ89_otGhTZ0dhyIVzpqB6TRZ8ckZr-O6RVJA,CmRaAAAAG50fkAlSjRBy5I_KpHtVe_IF6l9jXbJ88bv9hmkqHwaoyIYTIhoNcMb7LOrnNcHIpKzP63T7g9tRAnPPa4PFFsXEPO4r53WEO_20mA401lBdqNCrhmDyiW729fzv8n63EhBoEhxszsRzVvPeWQIGyvvwGhTjJPLS8xDsgmo3aSxO30oBzEK6Ww,CmRaAAAAsbsD3kiIeqSl7yfZ8ASwrMZtoGjdSvHigbl_P5IbV2goC-8nFfjmWv6U3V7y7jrA3Bu7OnlvVSSOEFrU92BTvtQHo7RTKMR-e6OqjX7zrJ_H_9SOgHm2_r80lALbFH0OEhAd9saWSZtMNNl1ItHOYfcxGhSVSaSnP97RC3cVmgKiYyogQsYtpg,CmRaAAAAReImhDcHncVtBvdbxtYLn3cUcr4AMlokEOLEBi6XaPTVaZk6wRzvgf9jHHR_6nebpwSrMiYhj9ENuqdoCFIdkaQ389kTpCdCDGC8-sU-gTay_y0tep7UnCnbPOaOAEh5EhANwmqZfAKtn_lhw_oSa0-mGhTdjOXLFJGLnCFSg_tFvSQ0A9HJvw,CmRaAAAA5jJoAxleXnVWjgv7JI9U3zJJyQ5-prkk2mAB34z0BYFTR2EQaHYfSaIqUaV7xeL0ednuDKcl4um94LgTzfs72inO9Ux2D1btse2Ffr-uAWQJFcwCpoTSTdR6Ys5_fWROEhC3zTJARpU87zyiY0fqRpq8GhRPgB-GhXqEn8l7lkWgzGVvMF8oVQ
163,60100Q,Castleknock College,https://www.castleknockcollege.ie,Castleknock,Dublin 15,,,Dublin,D15PD95,18213051.0,info@castleknockcollege.ie,MR. OLIVER MURPHY,N,Boys,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,,643,643,55.088746,-7.7089639,CmRaAAAAjYJNO9K4_8zfxFk_gyFF6nW7h54RDqT9wpmI4eQVaGrVh2DojoGOws4JKJvHIVmymmILDaErdq20rKBZPj35nUNm6-uF6o25R2Ahv7DDYOkM47Fx1BpWjHwT-KRR2jK2EhAHSX56eTHhInZV_WWtsI91GhQLXvGPD7B4oaBgpVYB6lJRJebzHA,CmRaAAAAyt5Ge4GbG15BRZEaoRKUjef5JfGkq8YHTevktOmOo0vSVpHflWrFBcObXUScZ_0ZME1t3zWqA-jV3Afdt_54o4nODviSXxKjKVOsQM5yBbWDxPabX1-S8nAP1B6iDb_UEhDiMdscUCzjOSz3aNd3Pe10GhQzETIObXjdLhHVMsRkLq_BhYuSMA,CmRaAAAA1e01EAyXrmkHAx6m0AFXqsW1mA1lb7Ss31XqZykBlQHNY4yFPa5qHf0K6kqQKjFHg-21whXh2SBoTOQVTJk_SdSFo0dwhzQ5S9naCEh2gamPuDfE7Wd6JKYwBGQMIcAVEhArsPt4Qg8ABBg0NCzALqNnGhSYFAR4rrLBh6D-NTQ_mi2y-mFEFQ,,,,,,,,,,,,,,,,,
164,60120W,Mount Sackville Secondary School,http://mountsackville.ie,Chapelizod,Dublin 20,,,Dublin,D20WP68,18213317.0,info@mountsackville.ie,MRS. EILEEN HIGGINS,N,Girls,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,680,,680,54.503342,-8.184396999999999,,,,,,,,,,,,,,,,,,,,
165,60121B,Moyle Park College,https://moyleparkcollege.ie,Clondalkin,Dublin 22,,,Dublin,D22V072,14574837.0,info@moyleparkcollege.ie,MS. NIAMH CAHALANE,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,726,726,53.6125785,-6.185803399999999,,,,,,,,,,,,,,,,,,,,
166,60122D,Coláiste Bríde,http://www.colaistebride.com,New Road,Clondalkin,Dublin 22,,Dublin,D22C6Y2,14591158.0,apanikova@colaistebride.com,MISS MARIE THERESE KILMARTIN,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,971,,971,53.3969567,-6.126873499999999,,,,,,,,,,,,,,,,,,,,
167,60130C,Loreto Abbey Secondary School,https://www.loretoabbeydalkey.com,Dalkey,Co Dublin,,,Dublin,A96YC81,12718900.0,office@loretoabbeydalkey.ie,MR. ROBERT DUNNE,N,Girls,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,622,,622,53.3032702,-6.1911546,CmRaAAAAaIOKPX_UsljiWoTzAMNO4SNp0ljKlGIWlQVImgG6E9qIrw6tdPu0sR8DZSIi8eCNN4LvkXcN_dp4G2Qe0AmUoyCRZ3EQEm_s0-8-wcCPuVLpa7pt5tJerDyiwgvUPg1MEhD_b8u8zeoYpEf956fou_aLGhSyDoN5X3Ci2ksVMBAceiD7ls2c8g,CmRaAAAA6hPkLAyAn9Y-WXX8qEYL7EXm23iVitUaCId787TUu0M-2CWHB2heDABcSYJhQtZvAWfs78iOxgmG3uc7hP9zS-hutDpKqTCzKcpXSgLRfQvPs_g8FMff3FdFmbOSZNIoEhCH-4IRqZxiFSSlp1cZdQcAGhTTI9TkguR0zAZRRml-YqO_4dvFaw,CmRaAAAAB0wJkSZ87MpoYO1A7HkRWbnTaBC0gLUSv81Awph9YjypNk-LOma6h4FvFDKmLBe0_ttNksv3XmVRu8QK7yVRCqRGoRpASjSvpEsMz_s0hSBkxNSim7tDatKrAk5F74PGEhDkUVlScS3BJ4OzHmGd01SnGhSuviOX1ZeIGpqyj9nZMp13F27LWA,CmRaAAAAPpfb8tmV9Uo7jUd_ur-8tVHV1oVMfC1iRwgdlVksoPZfHdRn2duSWU6eyHkJudWJU0yiUWsbe-On_3JxbvlD_jN-g0n2o4YmIDUFEj5uFmls3gtAy5_ZtsZSb8FnURoQEhAk4Roq_bEnVeSEcUbfQk8VGhSi504OgddmcuuYIqtYFELBL7LJuQ,CmRaAAAAF-A4dUpxn20Bi3dG7VVZPhy5pNbi59aQTievuv2ueBeSJJO2Mgc0fPJppxfAQIJx_i8VKoHMlFj1GWqFL9q4He1lsrF3uqRwIDaJ6p0m0R-m7q21UBi1ce_2CB0NR6V0EhDSw57aMcSbpukid69Gs48kGhQ6eYC2DevUd9-aLRJFkQKyPfRKwQ,,,,,,,,,,,,,,,
168,60140F,Mount Anville Secondary School,http://www.mountanville.ie,Mount Anville Rd,Dublin 14,,,Dublin,D14A8P3,12885313.0,office@mountanville.ie,MRS. PATRICIA MATHEWS,N,Girls,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,675,,675,53.30602930000001,-6.195331299999999,CmRaAAAA7fWj4JJj5vSS57N3oJiE0IC0Phmx-gCQh7LoE4p7uzl4Ti7x__zOUhjk7RDmW0oA6gL5aFMVORJ5IQaQ1oEuLxLp7_GLrnz9rDCu-1c-DhCukAJ3gHup3npelrJ0s1-aEhCVMjppToNKQf5MkOufCzYsGhTLsHTGT2qwD-wr1BgbBxrVRI6pwA,,,,,,,,,,,,,,,,,,,
169,60160L,Notre Dame Secondary School,http://www.notredame.ie,Upper Churchtown Road,Dublin 14,,,Dublin,D14Y563,12989533.0,principal@notredame.ie,MRS. MARY M BRANNIGAN,N,Girls,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,64,,64,53.3025696,-6.2049226,CmRaAAAAFMVgjs8IqJXGR9YA8ApbQ5P9T5BFsDmp16xeQXRYYteF_VlX9RpQ0e6KKTVjbVc0C2Lihj5WlG8qxX1zZGsRPKe6lwSCQLEMY92i7WXbgOXUgajl0kS-1u-8pb9V56xBEhAZAz5PmIbJVcGQ9eJgp9FpGhS7GwYqUJlwhIdW5EvYJX3Q7n-y0g,CmRaAAAAmN653cY64nPaZqZKr-ZuzEzQftUsR_VoDemisdejPs7hsNaVp1R_rY7b5oTjzAvdrql4aKqOdr8Iov70kiW_lmr-zMWsmeoaYbA1tUmGkVq4dEqtFKpw7dJYVcw26JPsEhBDAVQlcUccym81XIlm9d2EGhRqd4_7ld8VYIwCEHyOZRKldJcTtw,CmRaAAAAcY9iRSmLftD6EPVW3i3gMnEBDocv4TU4m5fZ2TmBo9C5CzSw4HaYbpzrutLefyz4FFnuX1g20lEaEi-82YGEsiw49DfsFQzfk2NbPDYclxOTQnacvglrnV2jxcKIB4rBEhCIS_pnoCjkWtgsONq7zxw_GhSujeWY3kuk0STaqLjn5KkfieIfEw,CmRaAAAA1nGRVaza9Fe1RR3GUBnu941IytA8-bQ7Dl_b_yDCP8YW0FG7iddXq45xyXKHavNP-MLgwRduoGVRL4uM1DlaeroywaFw000CYFMYIoMPrvuB8s6UBlSdLmhWy7Sl6ELQEhB1zL2znUx7Qsz2TyDGT1idGhTBfrA3lssBuX7igV9YqHLTk7glFg,CmRaAAAA5Tkx6zIcIHp9CVqa4YLZRbFP4NfiYaYZT97bTdGw0D5VesTzmghxniZUN4Ften6hNhXpnqVF1cuNjZa3uxp6Ons5RyWxMWnMMrRy-ohaquuk2r16lZgiN5TOR5yYfouOEhCWMB96GEN99ts0eGXrcVQvGhT2tMzi2q-2DA2s1IAuaR1X_vkc3w,CmRaAAAA8fMSu-D5H6YWIc1hfej5dr4ZsdfjEVALzMh2LZF3pihXZF6TVifhpPTgzSLwKVgSo8gAX0xGfNEZnhYa6sFVEG4J60PunBCDyVvs4VbKZz3KF0SsHUESih-TlU9gJ24xEhCBwnvBSR-LXzKZ30ZcnIIOGhQdAkiWjkrNZBtYiTioC_5I3eHlnA,CmRaAAAA0UwLfrn-QNRw2HmtrQIANzC4KtzsnLSn_NxcyAk9mJ0b5CJVrkqWZ4PbPnNHf9Od6LwDT06YHQ4Pr8Al5Z6WR8Q0amgA-uI--i10ELrmxE5SZUACPsa_XE6kFY8-R8H3EhBLY4opsqAzzHjmfF_QkSZBGhSgEly12fhy8l7TfOBkTjTvjwgomA,CmRaAAAAhw3r-ArnDQmAZV6zRdGQ2wD1o23Z1IPjxsjKS8UBFs7szhx6ViT1pbBVXHqH2ShjevIBaPKAo8hLPFUlEkuN0qxGCp-PkzT9acvJHKJ04wHRqOH8b5_xtmzGytHV5gn-EhCaBBOMNU_hLMHpoPBBv8j0GhTZDHQK4NDUMyQItLiMwlioILqQvw,CmRaAAAAdKBae4qCjrbm6NSt9ePJDfMy9K2tLkRs6aJvgvDETV0RdJk89Y07DNVBgm02QpOvqleH5IJ4sOJU2F9IG2j_m7MvoT4nwmo-Y1V6hw1BaDlHP3G60p8xlYnM83exyv4yEhBUYZVBpvl5_nqnPsJRzzOcGhQ0EJzhl3GLQcsY27bdlwMe7SELCQ,CmRaAAAA1GfYcuw2lqSb5YfjdjsYubGxbdP97ZNCo_kJ7JSkdHyuNpU2TP670GDZsfWx-ceFbJ8804aazRnKZc5b00s0UfJiZ-EDnu61l_CdavniL1wr19iQi9O5zL72N30VBddxEhBwWFJvre7o7o84l6DY5-QsGhQFTel1ncszIu0ok4FaSykfc2Hm2Q,CmRaAAAA_dz7ASP89WDIGxaJUydVDg3zZ0GO1958DU8iQoDAqu1059I0jjAIaVminG-01gMbLzUTiHbZXkEJWV-GpSTNEriaZJ9W0eaPYhvdAK_kchtma31h6M3R8UPi2hFZwF4yEhD11UU16orsGqVGXhgevuc3GhQt2WpWOkFcAEPwFWdDLumZuEwDAw,CmRaAAAAnXvWQBnNQaii0vKccQl_LplGdRAaIVoH12YFOrR8lKBbc7UbVL1ibHJIsiw7gLcCNq-0S2pWwYml1ByH6crJ-7zIdRBwcVk9VmQaHqS-PU637lmIhsQnKu0GkfImu2rEEhBnf0LDERfi-qgU-3Pc0l_pGhQMZj6kkhqLkNaxDRnJ2IQQsXQBvw,CmRaAAAAObcVxXrh84CkD0AJc-O0Ok20VP4x7WM9GfsmcbEtqzacY2QiEMwwfViVkk3t7_dN-VmZ_BQ2DBkumjBqwH6K1duBoFJfNMkzyUOBiLWO9MV0Fd6p7-N6SQFL4Kth4CElEhANTH5pZTgOquY2h9p_w3qmGhQv9v1iA2_zd1kiJiwFvEkwXvv1Lw,,,,,,,
170,60180R,Christian Brothers College,http://www.cbcmonkstown.ie,Monkstown Park,Dun Laoghaire,Co Dublin,,Dublin,A96TF64,12805854.0,cbcmonkstown@outlook.com,DR. GERARD BERRY,N,Boys,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,,472,472,53.3022698,-6.204034,,,,,,,,,,,,,,,,,,,,
171,60240J,Loreto College Foxrock,http://loretofoxrock.ie,Foxrock,Dublin 18,,,Dublin,D18FT21,12895637.0,admin@loretofoxrock.ie,MRS. BERNADETTE PRENDIVILLE,N,Girls,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,552,,552,53.29268949999999,-6.202642099999999,CmRaAAAAIFR5epUEiR1EcH-uRxip4krJfdGRo5X8uHmXe2e46zKAq0VcoyXIKgTkgwVbtKo1q6vJx-tZmnSRJEup6hcu9Okl-931DZxCNMRrHScAfRrPjbGZO7ROsOu5oPStIpdFEhA6CwfRZnXiaoA8VtwOkT8iGhRgr_dQRYQ3ryXXcRn77FofOW9s4A,CmRaAAAAFGd7zhgA1s4rSHnb0IbZBOGOUA5TEU-MDWTnM07D4-Zqk-bGlC9jO4vZdYi10TRJM8AN8ArH5gAJdxj-rGSNIboA4i62CQeaj6-WX4HpxgXLTjEBxyKtwCEL-CT_90lEEhDodagfXRlV43Yqol2omIRuGhSjPNQoYyoT-0OWO2YgUmyF8NIeOg,CmRaAAAA-oQAzfdDLbuKg5xjJfmQqa_9f1rHS1APYf2mUUsx5ZkaZ_FvYAD1TtbZ3o4gfUKEmCWcEpDAUkfB7o62YO-SgkKq2hqiel5yHDcsixxD6F9Fy4Gs0io8EMGrUL58axf4EhDDbDL0vxGznYlAs6STStabGhSIbYJlOer52Sitlosu1JN66us5_Q,CmRaAAAAiGr3JUS-88HvAS2SMVVngBrYU2BzM9NsDyRmOojtb5Ir-Matmr3jo5GMUvRAtRel6eJaHeXpbCxGD-C8PLgDXbKxto64gMsKSFWuLwF8F3LAzT14JEiek3XD6lwB_69REhAOwSeyBFN4bXq70LUR_SBuGhSV8bHkc64Ok0RiBNtgfFXl0i6PIA,CmRaAAAAschTvtmOpLEdl81wQqoCaofomcd6s7sESLiq4TOnk_Hvrg-wD53T0nwDH5_jRkshHF9rlzns9DAnmBXps0n0_4pQv-QUdEo0zd_mJbqJU_tbaZC8Wc3t-LviRMejcAWKEhDMNmtdZVGZvg_XgfcvOQ0EGhRYIJHW9xwiFGA3vw9kPJSawuiKKQ,CmRaAAAAsRjQ4nTpjM_9rCxJkizQcEtza-CiXgI3pz_eynxzyB0Q5YWm-Mzixbzp2lyDTYtPPsVWiopl1UAOK8P-hr6SBoj2zOkF8jCidST7fIQL492ZC1haIiRaTiVnQOiyB5ftEhAP6kc7YkCsZx_vAUvnxDqdGhT_VWSJN2Ub9bE6OBuSNRxELx5i3g,CmRaAAAAdEk_a5viDSEbgh6foB1m_ejzyFSZVGhVJ1BwyGWTpbEIIr9k3iVq1le9khsFJKHq-9xEQVKrkrGdLEAGHYb-F5hfHD48VFl7T0LuTY6aHhLljp0Vdu6GoOLnhV3jdZTcEhBdmPHQikAWRjPT69kgg3zsGhTyZoHHYYX6MwrSvkzWL4QsnRzLLg,,,,,,,,,,,,,
172,60250M,Holy Child Secondary School,http://www.holychildkilliney.ie,Military Road,Killiney,Co. Dublin,,Dublin,A96XP82,12823120.0,admin@holychildkilliney.ie,MS. CAROLINE MARY O'BRIEN,N,Girls,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,347,,347,53.3014306,-6.189451399999999,CmRaAAAAzMk3R39WcNqkvwigJG_uyXjB6zDzBw9N4rgU77mgRph2lqwrFluW_raACv43HfjA4DuV7mxH4NJsz1uiKuCheOnhksQRbGRvLuwlYpSS_iPmCSa_HsX5hhSiwk5Sl006EhAFCT76FAwuuVQL8Jep0qolGhR8DBLzFazhgQsUn_hD1c9ExIYLIg,CmRaAAAAv4Wzj1Z8a95MKyVvtp4JvlP3F9H4vJn8s2KryjrWP3bRfMRTYZPn8-KKAAl5l5j-BQ1V3XbcUbYwrxfQVg-nM-dAU9aYcqbKeMGtkyXJt2Jnz9KIE_47ZWWFOZcZhGJBEhDaRU6miJ7KcAHr_dhhrGAiGhS8xwCqn8wBENHO1M3Pru7Xaz7x1w,CmRaAAAAtnNYzeu0Tx4V_MhBYpXAWRetdsHBKTY4ZK5td4_Gy9xyLfiHvywRBo5LoQBR9xcL-DVACfntIF4K6FB06nMKNBHXr1lC9Y05FRGgJZHw-z6VHOxCNsvORMvy-J9rfb8SEhB3ea1C0M0MCnXXgIzCzrP-GhRDMjIY9MHOv6UIxnlIawLSen6k2g,,,,,,,,,,,,,,,,,
173,60260P,St Joseph Of Cluny Secondary School,http://clunykilliney.ie/blog/,Bellevue Park,Ballinclea Rd,Killiney,Co Dublin,Dublin,A96DK13,12855027.0,office@clunykilliney.ie,MISS MARY G WHITE,N,Girls,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,309,,309,53.2872172,-6.1627775,CmRaAAAA-y_q2VU8StSuRuUE8Y52ydSE_jtVvKXhPGdwspa6fY6eHDz75hO_qnSS706mEVoVKT2VwMwFHCwYqwHaPhYKFHKcpELy2aFxKe3zkKxHQsqk7k6mxMqZ7oOBwiJWEX6uEhDaSjNT-LSf6jTZGhJ01agKGhRf3eYNixNselh6O_LiBl8qT0kEiw,,,,,,,,,,,,,,,,,,,
174,60261R,St Benildus College,http://www.stbenilduscollege.com,Upper Kilmacud Rd,Stillorgan,Blackrock,Co Dublin,Dublin,A94X886,12987836.0,stbenildusoffice@stbenilduscollege.com,MR. MARTIN JOHNSON,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,795,795,53.277488,-6.130765999999999,CmRaAAAANs-y_pU7KDby7CFX1M0IJCeOZ3HZOc95W6ujG7KH1T4ky9BU1V7Db9EyTRx6DjxS026OIs3FFFLUCDo1Qc9pC-3xxTviBeH4WnnMoFUf7r-DwUfb8kasDoz4kYDQximjEhBU-2Zh8z0sRFHIdbJGAor-GhROZuf6K6oCd7DpWS3mpAbc2HIjrQ,CmRaAAAAb9FOu1JPXbcniuI75EXYfzXX4IizpCzgBZJpfxwx76MOGN6u76YqeRBwzrL5kFb80w2vXDCucW9LZPurmnYOQR-sopEMojryLaRt5xyuGcBw9raSsSBzc8_ldEwwc8qSEhAabQe942GQhS0SMB26efzXGhR6BJCjYcsHKTm-qOezx8p4HEsFmQ,CmRaAAAAafXNsmXhh6mSJUT9bo-Z16Jq5CAK2a11PeWtEqF-j-BlJ6Qztd8vpTrNHZn3OjppEFIAz8WGnFiPnlQexUKvTecJXLMN1AkVeRMqvEe7OtPx_yJVsmVSbPOp_jgrmzIKEhCuylCaZy4-KXo7Q6p1N8BGGhTs7OaFWI3uPt5bZ7RWgfpIshwXIg,CmRaAAAATcO22iF3RQ9JUuhebvtrgEm6aU3_UkPZyfMlLHriTwl1274rzYsIjHfpsjYuHn3k63akfqdTGBO53HJ75k4oyZBaDaTlRvCR0M57s-u04EvUlaoK6dOtllutsRjuZ4oPEhAsB26DDhapAskz9k1T2hY3GhQeU7jeb6MVrzBliwQf5QNXsbu8Lw,CmRaAAAA_QbyKBA_PtEEty3hfU1wpjif-svbJ9W-dL2BCZxYSn7dl0vaodGHCAL-rbWdlUNp2bQLrR4GGNCMkW-C6pB6yobor2FCaJpf6l2RvVjQ1KarXU7mQeyj5kSAo8tbf87dEhCpNvEsNj93bA_0qBnYEFIFGhQCT_j1kDitfSM438Z3uoK5MePCEg,,,,,,,,,,,,,,,
175,60262T,St Laurence College,http://www.stlaurencecollege.com,Loughlinstown,Dublin 18,,,Dublin,D18AK07,12826930.0,info@stlaurencecollege.com,MR. WILLIAM REDMOND,Y,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,147,139,286,53.2698715,-6.1571744,CmRaAAAA0Lb7xvY2e9QVLPDqT9GqCA8ZeCNh2z8PmeIn6V3I7tg39oyCAOmkTIo6D8evuB-dUGZ5ix_l0vZl6Z2ajy19R5ur-_1-_cedVvvy1vKarAcX4vyN7wqKjehhPHPfGHCWEhAjCZsYRNq-camxvyAGKHWYGhRHjWLbMt24V1oauO0VP5_RuVeR2g,CmRaAAAAx0LOLGIFwSDvvnYcyXLzBEzodqnxuTsKmGxX5uKDRJEq1sdaJkXEcIjWuIMD5yH1x_-8VDaripZGNuyHGgPnE0SPnRnPq3macRr7hF_t54IwzEMj5Qj90GYEVOwbQz4HEhAjImhN8Z7_UEG25kWjTZg-GhRdJbTMxUgbOplFIt9nhw3tSf7MkA,,,,,,,,,,,,,,,,,,
