Rank,Previous rank,Name,official_school_name,place_id,Type,% at university,% at third-level,Boys,Girls,Students/staff ratio,Telephone,photo_ref1
38,44,"St Andrew’s College, Blackrock, Co Dublin",St. Andrew’s College,ChIJ07tFM9gIZ0gRd87tXEv6POw,M,69.1,99.1,502,484,16,01-2882785,CmRaAAAA7smO2zLcTfQKO70TtsncDfI49DhcDwk8s8PXT5g98vrNG7BEZdGiFYVkNsmmoQKG_kNbxVeDpk59MSl7h-NctCJvUCwABRCqtXzs3Xfwlcyl6EZ22_JJS6CurLZTSvHeEhCx_zA5-d6IhfR9rKdNfHRvGhSQ9EhvwbfJfSxz0SnlnTQiLeoy-Q
134,135,"St Augustine’s College, Dungarvan, Co Waterford",St. Augustine’s College,ChIJFxjZWGkYQ0gRlm6BCBDi_gU,M,55.2,91.7,367,347,16.3,058-41140,CmRaAAAAiVk6_82G40fDgsrrW_lK1vYFiJrjSqVA8jqWxAR1-gjlW-5f-CZmBn9ChQimjGy4KE6EH4tQ-ul5hoToV7jWO2JIQ9glKDNIQnbMvMt2wr_Req6eHS-CradxRSESYe4uEhBlEvJbsYxyns0phSHB8vbVGhQZuVLJ41kIQmPwT0yNHXj2JAgkww
303,332,"St Benildus College, Kilmacud, Dublin 14",St. Benildus College,ChIJcWIRQRMJZ0gRmP2zhusokRU,B,39.9,94.1,809,0,15.8,01-2987836,CmRaAAAAWe6eH1uw-1jyuOIDPGmsO-tbC50MNYSa0-ZHUrCZGSyYVcu1MD-6bxRVrPIYLaEQTmQGHjPmgjQTHJVQw_z1i_DS2M6CAhpZMvzwi1v1eK22reAeJEzsBRbYBwbAf5MNEhBKzl6FwrtnDIJ6sDYOQvrmGhTNa3PYCz6NSUZFawWEuSaxUgcKlQ
296,354,"Colaiste Bhreanainn, Killarney, Co Kerry",St. Brendan’s College,ChIJk91_awc8RUgRJK9dvGcUY-Y,B,40.6,86.4,660,0,15.3,068-27216,CmRaAAAA61Vw4pyRLlkpAyMDd55yfoM3_8CEClNTC1cn8cyBnd7DluB3VwpUB_TjLXrpsEz5tkpRL_jC-caRZYHhInu_JnUZd6NulTITVpxbpf9v3Gd8h8uBa-mIrRGstLWTJDs_EhDGqMKUG1mWQ5Sy_iPw6vYsGhSZyGYtcCJZWEwAryCqz6kUVb-W3Q
55,91,"St Gerald’s College, Castlebar, Co Mayo",St. Gerald’s College Castlebar,ChIJiacn03hdWUgRpMFfErs_nE4,B,66,98,578,0,16.3,094-9021383,CmRaAAAAP87Y1yvD05kQ91DHzxwIZBU2uS9pFsVXkoHL4fRWwe00IakFDSD3bR3fo2kbuu_SPO_UCaOfTi5b6bV35FIc-h-CgaVKyAeas_v1KCHh76rBBk3v42j9ho3qMOPY3k0SEhA8tx-qyJPlAnpx7ymNfY6pGhRvv6dMAkDN-lf67TEoClI74PeYPA
341,371,"St Jarlath’s College, Tuam, Co Galway",St. Jarlath’s College,ChIJweZor7X2W0gRKlWKtMXL3dc,B,38.1,68.2,534,0,14.3,093-24342,CmRaAAAAUs3hsLBCaYYm9st-xAwUYka7SpLyGK1J5msZf-5GMznNyKG3pGT7iQUcv-udiYD7m4lZbK0mm1L-tbzuT6dIMl6uTXe2IdeFSlJ5biNvKIfW5g954F_77gSLapdbIz1AEhDDBR17GMqHAE9kbY1yxr1PGhThuxspqojGzrOqsPH_pMSs1b87cQ
139,172,"St Joseph’s CBS, Nenagh, Co Tipperary",St. Joseph’s CBS,ChIJMauinFyRXEgR6mIumy8H_tY,B,54.2,87.7,535,0,14,067-34789,
192,131,"St Joseph’s College, Thurles, Co Tipperary",St. Joseph’s College,ChIJU8Bbd7zBXEgRJK1mXhddItU,M,49.1,80.5,111,100,11.3,0504-51215,
360,,"St Kevin’s Community College, Dunlavin, Co Wicklow",St. Kevin’s Community College,ChIJ_Z7osEmGZ0gRZyXMtPf75y8,M,36.4,62.6,279,325,,045-406000,
372,,"St Mary’s CBS, Portlaoise, Co Laois",St. Mary’s CBS,ChIJCUhgZMsNXUgRdWhQgScnh3Q,B,35.6,62.4,840,0,16,057-8635041,
232,307,"St Mary’s High School, Midleton, Co Cork",St. Mary’s High School,ChIJjTtvNi1jQ0gRDsg_zVnxflU,G,45.5,75.7,0,640,14.9,021-4631973,CmRaAAAAAc4piVWi3PO5_d_GXlKlx6kR_UE-C43H7pR9xqQcV3qVSYdnLLFUzTKrgasaR4Y64FIWjH40KOrp71-ZZBiDMDaP7_Wf6LhziM4WcpB6s2PEZkpm5P-pAAC6kZUPhnxrEhCOboEkmMfbSjulR11PjKZ3GhSla5dEeML7TPWFqGLA-kH6bZ8XqQ
59,65,"St Mary’s Secondary School, Macroom, Co Cork",St. Mary’s Secondary School,ChIJPb9-6EHlREgRaiRT4Cfv8VM,G,65,97.9,0,284,13,026-41544,
170,166,"St Mary’s Secondary School, Ballina, Co Mayo",St. Mary’s Secondary School,ChIJ3aXPB483WUgRUg7e8bJHf6Q,G,51.1,83.8,0,509,12.7,096-70333,
352,395,"St Michael’s College, Listowel, Co Kerry",St. Michael’s College,ChIJFdvUcgPRWkgR4YEgDrZvwTo,B,37.2,80.8,246,0,14,068-21049,
348,291,"St Patrick’s Cathedral GS, St Patrick’s Close, Dublin 8",St. Patrick’s Cathedral Grammar School,ChIJhwYhMSEMZ0gRpW3MaWasXpw,M,37.5,73.8,100,72,10.4,01-4543388,CmRaAAAAVOoTgPDaHDk93lqrvz-rAl7MBEooT74GSrZNlX5ELd6oI99FJsnmcFhIgvVLS5XPnG6slS96fWXGYPFMkKGFwA4XSKgqdpQp9Yd117SvCCri5S-gEpzG2jsCIKh9DUPoEhByOamXW-WcwiagDs3UJO8LGhT3Zj-od10ixY9RndqeYF6UH_goNw
73,122,"St Peter’s College, Dunboyne, Co Meath",St. Peter’s College,ChIJ6xig1bptZ0gRmVO7lvyOLqY,M,62.9,92.1,585,587,,01-8252552,CmRaAAAAcvg9rQVz5JRJNTAhEmaFMgGjDNly9EdlMozFPGgZhA3GDeCnFl1aYeex_QWN4rsx5vwkUeSpHVweKwJYKuNd9vY-OnqmeP0loxF74uVFLg7DKZbziqC1WNEGAZLEcmxEEhBa0I3-RAFfxYKr-x8hpKWzGhSw-bibY_f6RqFvuziwf0q9TsqRaw
39,43,"St Angela’s College, St Patrick’s Hill, Cork",ST.Angelas College,ChIJL2qz3Q2QREgRd5ifr7-tOZs,G,68.9,92.3,0,550,15.1,021-4500059,CmRaAAAAa88YoYbB72YsAYPV_aOAjgiRKvXH6__Q6mR46AXu27DL-FsEjEWODYBrVP_QSTLoxIV-1z7VI3JyDzT4TpSOhsDHuXf-tgMOAhnAj6jv-DEUA1l5ecFz5nPNgRqP-nb8EhBs4FeFKJz48A-MUw9cfOZ2GhQiz4aY6-EXRAViMqadqwlXWy0kFg
48,57,"St Mary’s College, Rathmines, Dublin 6",st.marys collage,ChIJzZS7sB0MZ0gRnVtm8nw3UB8,B,67.5,100,443,0,18.3,01-4995700,
30,29,"St Michael’s College, Ailesbury Rd, Dublin 4",St.Michael’s College,ChIJA5XXN9IOZ0gR7HGnIVFQrI8,B,71.6,100,636,0,19.2,01-2189400,CmRaAAAAhkkwgvJZLdXOofGurJiV8rE-gtKQpUVkG2CApKtA95JEDbz32VIJ32Rx5po6LUhnE5pqVwwijLqjr2NoeekhaqfgsKAG4KPlc33FF0SqWkNZUQQv8ocWtx_c7knXA17PEhDA95dQXKTTdj9FDbqcaFmYGhRISr3fsrmnRqmQ-tanAGUIdf_m2A
147,78,"Stratford College, Rathgar, Dublin 6",Stratford College,ChIJTf7MoOGZXUgRwRXybUQwW0w,M,53.3,83.2,66,54,9,01-4922315,CmRaAAAAlDpVZTuVDyhkm3FPceI6awirxmeKrVzkKyf5iiqJ9AaZWN_Fk6r5z5Hydru2ANwJUuxUd18kQE0VgH8uvDm9R0hWi24WK_4oEzUb-btOpGMSd1GIKj278dI7Qf2tWfttEhBcfB2MTkPFgHlQ38dVi0YmGhRsndTfBdjS9qQ--ZS2J_mMZAIObg
250,299,"SummerhiN College, Sligo",Summerhill College,ChIJLX1yXCC3XkgRy_bryj6Eu_E,B,43.8,90.3,881,0,15,071-9160311,CmRaAAAA6wpjC-wbE8hSwUyChU_IQWEz_kTIztJ8RSvhO4dfBDIEExZ_XGRHadDa_JUvd2XEuvV5jTtspk0HCVfEMLDvx1Gq2fQChFpmOVj2oVD5eiDUWou6Q1O5LQhKa7yFpoEXEhD46YHJLu_WnAzUuR9LLcrqGhRdfW3o77vFehod2zdye09aPuOYQg
188,225,"Sutton Park School, Sutton, Dublin 13 (B)",Sutton Park School,ChIJBZdeX-UEZ0gRunCr2gJIye4,M,49.6,73.9,172,145,18,01-8322940,
196,196,"Tarbert Comprehensive School, Listowel, Co Kerry",Tarbert Comprehensive School,ChIJQxON-bjYWkgRngHT8w2w2BU,M,48.8,79.6,268,285,12.3,068-36105,
273,221,"Templeogue College, Templeville Rd, Dublin 6W",Templeogue College,ChIJTf7MoOGZXUgRBYTgD0EubNs,B,42.1,97,687,0,14.5,01-4905788,
161,154,"Terenure College, Terenure, Dublin 6W",Terenure College,ChIJE0L8A_ULZ0gRJjWBqEZZ6KQ,B,51.9,97.8,690,0,18.7,01-4904621,CmRaAAAARrGtc6t6azujccZfckR9ZAJwB-SoAKnI5akxgjmbUZQh-lMcqxv1xj0AiGtebRw3mo-K5_gebCnkuGHABKY6X3fhudfRZssJCNg-Q1aOfgYYtjne63KnYzKIYeTWCD-lEhB3Doa72aQQZ8LdxVA2ABv5GhQBqtj7l2fDjGdJoLdHFmJKpxo2xw
67,58,"The High School, Rathgar, Dublin 6",The High School,ChIJO0CsCvoLZ0gRSa1JGt_S_So,M,63.6,99.7,408,283,16.7,01-4922611,CmRaAAAAsjDzbNaANgRD9t00QCUuTk6OoB6D4XUuZ2UViPT7IludA0vdNcwp2MueDWnNw2aZdfAl7S5YAcCofakAvI1yIVFvxoRPPKK5oK-NrrwOGiUdcyXQMlwntF7_MLy7vmKyEhDA2oMS9vh0B9pb-FyUo2YzGhTbrZSJVbPAetWJO62HfeZZ-pMp5w
87,106,"The King’s Hospital, Palmerstown, Dublin 20 (B)",The King’s Hospital School,ChIJM4yv4NJyZ0gR38vZ__nPLsg,M,61.3,80.6,397,322,17.9,01-6436564,CmRaAAAAe_Fokm5n-UjeZd8rLYA3bb8Xsys8RfmJRivGNZ2_ppGBzSKceZUyYAQQx_YQFR3YctEk0dD5B60lbIvUtlNocqlgPaUpy8DX7NgX9dWinupRfW0x5ImdDOg8DDJ0Qx0zEhCSWSXQC81GK8Nlrc5PaQSzGhROCxvpd4vQWs_VFIeQ8euBqWc2Ww
4,6,"The Teresian School, Donnybrook, Dublin 4",The Teresian Junior School,ChIJHfzGRcsOZ0gRkww9E1MKUTc,G,85.9,97.2,0,205,18.4,01-2691376,CmRaAAAANAlMQHl8dng_6iiHg6WvMtP_bRljvdPKhzRkDv36usEQMpYwJPszBudnEq42SYH8N2vOwffRFBanZj6ZgKEFXKR483hkkUksR8po7_9DUNLvPyoHCqQy62GlQq-Rp33VEhD4KfWfuMQ4sYqmp8votyFRGhTcxvXQsO5ZuEUvHIl9n2hZG0ZKKg
85,80,"Gaelcholaiste Chiarrai, Tralee, Co Kerry",Tralee,ChIJ6WJcGmQ1RUgRfzYwl2PgcWw,M,61.5,94.4,176,183,,066-7121650,CmRaAAAAG-QgqS-tGxzsexHu2KdVsHI_ohkqJYwG6uRh-znLrgS5SUY0ixu4Jv4a3X6BVoAzSscCC3tVZ3uJrKoUm7D3bx1F33qUEOAMSr1qV_Y8ZnvICOOkPB_C_WIMyCCqjdgSEhAGBIcNlcBYrGLjK3gEYf3lGhTp1dmbi4YnZfDX7KG7FqaTunr0_Q
183,112,"Ursuline College, Sligo",Ursuline Convent,ChIJqRrrpi_oXkgRbnMkjEc7SRA,G,49.9,91.2,0,723,15.1,071-9161653,CmRaAAAAt4e7h2vpLwS3ysHI4uYQOzC0VoU-gXT5HhQkDEDMYPmEJ5kIsA8jmIHVPhrTdjttZr101merukwqCyqBFoiXDd3IbMA9_ATUoSG89ddcKJVA1aHSJtPnW4cKYQ8sl8s7EhCvsEYDcRaCuINQl6GjbwpXGhSrAgw9GqB70W7pD2zkGMnyElMCaw
121,132,"Ursuline Secondary School, Blackrock, Cork",Ursuline Girls Secondary School,ChIJPW1Ddc6aREgRUkzMekpR5s0,G,56.3,77,0,219,10,021-4358012,
25,52,"Ursuline Secondary School, Thurles, Co Tipperary (B)",Ursuline Secondary School,ChIJc6EGocDEXEgRCm4WG4WGPq0,G,74.5,95.8,0,774,16.1,0504-22147,
70,101,"Villiers Secondary School, Nth Circular Rd, Limerick (B)",Villiers Secondary School,ChIJ51Dcp41cW0gRslpvo9abeMo,M,63.3,93,254,333,14.9,061-451447,CmRaAAAAx4SVx_vSvyJB5AFZL6h5r5tIgqn9VLk0c2Bnbl3BY-KRVmXmOHFbWPOlRnaCBstMUmO9jO_b_QW1UUCaIhbAw7EL2RH3TnRWP5Vc7sztkJbaikHlk2IxnzeEtcqGXwWVEhArcqXk4gXfdavnAF4ZESElGhRMS71AfONFAk_5cOaCObeeWKcmzA
371,,"Virginia College, Virginia, Co Cavan",Virginia College,ChIJRdmUb9P9XUgRI5j2NoP5fNU,M,35.7,64.8,379,258,,049-8547050,CmRaAAAAcq-ExMrowt4a0-GhsiTp0kRbM4shombDZVGE2hYpWQkwJ88eIY0s3HLRCoTRwKg4RpsBtNHdi5yGDU2KRSCK48tv6mY5EvUuEMgLDaLcDYxoIHwINlxTa_8iw2ThZSqXEhADl42K-hrpdEI5G3nkygPzGhQW8kv37HpRHzGzQ2vJZLAq5HQEVA
96,68,"Wesley College, Ballinteer, Dublin 16 (B)",Wesley College,ChIJL0kIRnsJZ0gRNN_Bt-RgjUA,M,60.3,94.3,498,432,18.7,01-2987066,
297,279,"Wilson’s Hospital School, Multyfarnham, Co Westmeath (B)",Wilson’s Hospital School,ChIJsZ2k0TTCXUgRkV5ZXpY3YDk,M,40.5,67.4,188,200,13.9,044-9371115,CmRaAAAAGBjjPATxpPx1D-rsQDDp4ocYJGU2L5y62Xn5dTRKuNvtunE-RtMd9uJf67WzTLca-XHXZ_auNr3jlnismmdKdCjBakti53FEhYcDeyPhxIxTf0dqBRP5V51HBI8Fi9Y6EhBCxzqqnMH-i-sDpwcZvK4pGhSWTrIl0yO14lSbZyxP9f-YnO4nvQ
77,103,"St Wolstan’s Community School, Celbridge, Co Kildare",Wolstan’s School,ChIJ23zHCPpwZ0gRadrkAS4ri2M,G,62.5,87.5,0,777,16.2,01-6288257,
