Roll Number,name,official_school_name,website,Address 1,Address 2,Address 3,Address 4,Address,County,Eircode,Phone,Email,Principal Name,DEIS (Y/N),School Gender - Post Primary,Pupil Attendance Type,Irish Classification - Post Primary,Gaeltacht Area Location (Y/N),Fee Paying School (Y/N),Ethos/Religion,Open/Closed Status,Total Girls,Total Boys,Total Pupils,Placeid,Lat,Lng,Photo Reference1,Photo Reference2,Photo Reference3,Photo Reference4,Photo Reference5,Award Title,Project Title,Project Category,Student(s),Award Title2,Project Title2,Project Category2,Student(s)2,Award Title3,Project Title3,Project Category3,Student(s)3,Award Title4,Project Title4,Project Category4,Student(s)4,Award Title5,Project Title5,Project Category5,Student(s)5,Award Title6,Project Title6,Project Category6,Student(s)6,Award Title7,Project Title7,Project Category7,Student(s)7,Award Title8,Project Title8,Project Category8,Student(s)8,Award Title9,Project Title9,Project Category9,Student(s)9,Award Title10,Project Title10,Project Category10,Student(s)10,Award Title11,Project Title11,Project Category11,Student(s)11,Award Title12,Project Title12,Project Category12,Student(s)12,Award Title13,Project Title13,Project Category13,Student(s)13,add
65500L,St. Anne’s Secondary School,St Annes Secondary School,stannesschool.ie,Convent Of Mercy,Rosanna Road,Tipperary Town,,"Convent Of Mercy, Rosanna Road, Tipperary Town",Tipperary,E34F210,6251747,stannesdp@gmail.com,MS. COLETTE TREACY,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,340,,340,ChIJhUBvxGmyXEgRnN7mMSWAncs,52.47842,-8.162647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
65582Q,St Mary’s Secondary School,St Marys Secondary School,stmarysedenderry.ie ,Edenderry,Co Offaly,,,"Edenderry, Co Offaly, ",Offaly,R45TY36,469731457,emullaniff@stmarysedenderry.ie,MR. ROBERT HALFORD,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,419,420,839,ChIJmektSE6FXUgRnjyqVGMinx4,53.339806,-7.0598422,CmRaAAAAH8IbFaMUohAb2SOLp9PmIQHsneg088lq3HElx5t7FbiON71Luo68Z3LXo5yrzF-cdXPj2X4RIqoojLkFit1Qo0F-giOQhZSqP7dVWQduQuPDqjE2ZEzYXVKAeyVnzzjKEhDWfJYu3i30ovSFON-B_IYoGhRwjlBAprBRTUBdsmYL5mmS0jvPog,CmRaAAAA2JPzT_HzcUHt-_vqI542F5IVw-Cm2cSYIToiZWGNbXAR7T6hffXnGQ-JjPc62cXLvoGI3fraKSLAdStNGeF8QzdObjp3_dbBY_-Y2qH55M2Zir8i_DsBYOhYE1AP6PCwEhBw3rJkrJU9kNpAYGLVqj2JGhSfZnqfb7twaSyvbHm83GuZYrHd8g,CmRaAAAAdglaUF9zDL29kiGCegPISTYGl6TLlB3KiP5NFWrQ6B3lEvyU0fPDbzrV4tc-4WPsqMU3dSiAkSwOWnrdoWvovAaGpItvSzzfmLoue9TJJbkQ1FQap6_JkDiR6cD4GKH1EhCmKOTHHYWLDXbTPOd7_oCDGhQec_3rQ9qHcgIx05cl_ec9ZtRuyQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
65610S,Colaiste Choilm,Coláiste Choilm, colaistechoilmtullamore.ie ,O’Moore Street,Tulach Mhor,Co. Offaly,,"O’Moore Street, Tulach Mhor, Co. Offaly",Offaly,R35WF97,579351756,info@colaistechoilmtullamore.ie,MR. TADHG B O SULLIVAN,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,611,611,ChIJUWfgx46lXUgR_-vnbJUlvsI,53.2704352,-7.4904158,CmRaAAAAQur2_TitfAwuLRshGtQpinbhuGelEpvDYm8nkiP0Y5coj0YJsSYzC6ne6VvNpBaGA0aPYA7pM2KiB7OqYHEXaZoMsM5PEFozezrW6mdzLa0yVkGWwKybLmImYduoyv4pEhDNVj48OQW4205n7MruKHclGhSJSTHtmG4286o-xLFZRm1undAoig,CmRaAAAA3PgZtDpICOujbL3eSCYbznSn4xrJ1qHHQHeDWmJrPw2nYOZRM1y-C8RtcdpyWuGkn8cJu0wlbFgRgvo7jfLOvPGvkJ8x-WFiEBkHcw1V5NvBMLEctooButVbrWLZTpA3EhAWAHM5-4RjQsZvZIk-L8v2GhTq1ByoTbhQ-mypy9YF-dzJIY8YNQ,CmRaAAAAAKni1l9IeD6RRynD-zK5zz3oedS_iExjSRCdiiIG2KyPepfYykMUFvAApjb7yzz6XwQr7omPzkM4Ktm-VVwQ_NUctHOGhAGXZD2IMy7ILFtPc-wwouD1g3fG16KY2iXQEhAm8BHE-nhFjDASe-muOyCjGhRAJSzPmV-D0-507wX4ikHR7CpQ2Q,CmRaAAAAdDC-5VdlhusqpdBvyPEP7JRGdrekaV1UD3c-2IDC_clyfQwBTK8admBa1Z31w-CHRMS1VTdOLVKq7rlAhxxpi_y-ULJr72ZScjF2MlTzzZHOBK8SE9aRvO_mnWby_0FDEhCR8XF7veF1foF_5pK9BSs9GhSHqpJ0tcPQHiDEMbgfABpuxHt-Ng,CmRaAAAA_iTo91foojvFW2AvRwRzFSLCgxtFcLrDThbiR8HUK6CazJ_BBzIwbM7ltW1kQSMYKn335U9BWPRFOBgrNu-zWYK89RLDGRBF3ZgqSgPXxtftWWJs4hmMnbmqMXzEuR0eEhAwD3AQnabWc0PvB8WvedelGhRnA5jbt6UCR6PUTzIXoQyFFPX7eQ,BT Qualified Projects,Investigating the coalesced effects of a neoteric diet with novel drugs as antiproliferative cancer agents,Biological and Ecological,Aivan Jose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
65620V,Sacred Heart Secondary School,Sacred Heart School,shstullamore.ie ,Daingean Road,Tullamore,Co. Offaly,,"Daingean Road, Tullamore, Co. Offaly",Offaly,R35K061,579321747,shs@eircom.net,MS. PAULINE MCKENNA,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,611,,611,ChIJzTVF1JqlXUgR3PN0Ly1KJnY,53.2766602,-7.4851351,CmRaAAAAlCLlnDpOrjGup40XVvYAFQPiqBkoLjUr3MZyZg52B4YHVTmSdz6U6TNLLjdX_DbpYuq10yTa8kFC5-Zfto4nvMDDkJThD9DMM-RodOdyvssvjt3NRJqyIFvQ4DTi7PPjEhC5sd__UXoQ5lK7Y2thkxv4GhQIG6KkKOHEoLPuxKWEtV5HoiaPtw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
65630B,Killina Presentation Secondary School,Killina Presentation Secondary School,killinaschool.ie ,Rahan,Tullamore,Co Offaly,,"Rahan, Tullamore, Co Offaly",Offaly,R35PX95,579355706,killina.ias@eircom.net,MR. JOHN COTTER,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,216,226,442,ChIJ_Z3QiKavXUgRL3i9R6l7FJg,53.2708404,-7.5961768,CmRaAAAA5u_F8VeJ_TzRpmtWmIONKjYQkGjmowHd10E93JncyhwJZNoF3I3ixL1msgtOuaQPdiVRlsOGa4Bv3O1vL8rMHKft9OxiGaA5Iz0CQ8Y8-zPMTY98jDlwh7mrdJwljsbxEhAMF0Vu4kqdEh72sQVcnSjsGhS8b7hbUpWM566NkWg9_FUfFj8iEQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68067P,St Nathy’s College,St Nathy’s College,stnathys.com,Ballaghaderreen,Co Roscommon,,,"Ballaghaderreen, Co Roscommon",Roscommon,F45V122,949860010,info@stnathys.com,MR. DECLAN DUNNE,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,332,313,645,ChIJ_-ezhaalXkgRIC4ZuLI5qfQ,53.90419,-8.581288,CmRaAAAAkdFDwfLoBOiVt9Kz7mcNzf5VuubloCEzZsztBPT3dd4mJaPb-uC-oGnaJPit5gDKTX6pzVTLMsQnu6TaCuxyzsg7OoOHu776BHY41KiyUsVMi82xucezkwcxkuFMeqTrEhB5q0flrlB4Tpw0Og11OaXqGhTlQjx9Z6d_Jb9tx0ChmGxDG340Pw,CmRaAAAArCY-c2GiWD3W6I3jVX5qKN5pMUExrXKhJJyTfsLN8_c971-CbuDDYE1LZHzIQr02PX4REmBKyRZNlJarRYrHhXl6rQvfGI4CffpVAY76cEysR_H4K40CQgP1O1Ws1HLLEhC8JtL-zvZdEdJWx1BF7_HHGhSeyn8fmf22P7cHjrIvOO010Skxow,CmRaAAAAchggjwVYdOoncgE0gI4tkZcZrqEZ1nvv87kUjk9tYGjFkkCLi8yU4xHloQqI9mkvQp_wZ07Lff0LXinaXk39f_dgIaPMBYAEReW6rf_e92ykGwrW-HmcL4KFxjDyZpSkEhCHGctT-SyXccLDiD3tPDLjGhRYkQuQn1dt6YTh2e4WiG3XoLdQaQ,CmRaAAAA57rSB1K89LWRvd4f880kXqGTRAuoaSZtxzU_DV9uADQeD6VPJXP2sqIdM8AvUg3k-AxO8AIht5SmTDfYB_NpZRl5cD3fSwdTAvwdvJZV7Qk8kEIMHtHEznRDG62J0AlsEhB_bmzmbUWn3hAfPuKtvcX7GhT0e58uM27x5iveOEOatmB9dl_fCA,CmRaAAAAC9geRN4C7Vs3hRO3mH9G_gSu9Nr1_L7Qw122XVE3GOjylJGhl92pVImYAHYW997pQfjiKdggQPAtxppqsw1OGwk9xSUoQJbQnIOHJRJlhjxNlyKW2vvdU7tZy9QWNRH6EhCx_d2SUi1JQi7978sLGk3jGhQsoZM-FVF7MKITqYc78uNBt5ujYA,BT Qualified Projects,Does Money Buy You A Smile?,Social and Behavioural Sciences,"Niamh Flaherty, Arianna Cahill",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68068R,Coláiste Íosagáin,Colaiste Iosagain,colaisteiosagainport.ie,Portarlington,Co. Offaly R32 HV25,,,"Portarlington, Co. Offaly R32 HV25",Offaly,R32HV25,578623407,portprincipal@eircom.net,MR. SEAMUS FINTAN BENNETT,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,502,494,996,ChIJR3rpQm91XUgRrGUYBb1lG6E,53.1620053,-7.2038984,CmRaAAAA4RiCdcgNqrhJODcQMrvHMvNLzQm0fzI1_pX502k6fKwWgL7Vxb5Ddv2lGapnBcAedCEgvI2DdB_gkoOHd4i1G8amZHLwABpR3Y-jy97MzQHaE0-0NURArBfoI_vChftjEhA7t3--OXg3roQa0Q9VEH4DGhQg3dFV8TwBY-_qD16uywZkWPFl1A,CmRaAAAApsz_3enauaGD93YPt80ImGZTGs7Jr-W3vdKGc6QJeAkU_lW5D79b3cUQ0vqD4iQC0tsDw4O8WQwiHia37tBF13PgCb9sEK3xXeY45nRzYQb0ifQcuGmHNI8Hq42doQN5EhB4BlIEQQWzpDYjQtEo038YGhQ4_SputIJGGomk8CRIsaXcm4pxlw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68070E,Mercy Secondary School Mounthawk,Mercy Mounthawk Secondary School,mercymounthawk.ie,"Mounthawk,","Tralee,",Co. Kerry,,"Mounthawk,, Tralee,, Co. Kerry",Kerry,V92A409,667102550,admin@mercymounthawk.ie,MR. JOHN J O'ROARKE,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,638,613,1251,ChIJ-QvDkaFKRUgRrHUmTPlPJqc,52.2835862,-9.724129,,,,,,3rd place Senior group,An investigation into the teaching and learning of Junior Certificate Physics and the promotion of STEM to female students,Social & Behavioural Sciences,"Olivia Moriarty, Tamila Khussainova",BT Qualified Projects,The Development of an Anti-microbial smartphone screen protecto,Biological and Ecological,Robin Porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68071G,John Scottus Secondary School,John Scottus Secondary School,johnscottus.ie,Old Conna House,Ferndale Road,Rathmichael,Co. Dublin,"Old Conna House, Ferndale Road, Rathmichael, Co. Dublin",Dublin,A98FN12,16680828,dkelly@johnscottus.ie,DR. DECLAN KELLY,N,Mixed,Day,No subjects taught through Irish,N,Y,INTER DENOMINATIONAL,Open,57,70,127,ChIJWUUl4bkOZ0gRwxL14lWAlhg,53.2175925,-6.1379265,CmRaAAAAHOEdsmnvde0wU84EbfJ_l6RPZ1_AwrSiIMC8AiHMxoF9QwzMeQUfvLS3QfTl8LxFgfe_oA7GuJQ6qte_-UhEO-JD2L60FSrCg9frI86EQMUpL1se1MMUO7IGaXr03NodEhDI8fWyXCAxTDWBgfAfzCFqGhTEhV00-dUVImrNMPZqeuhJlvFaFQ,CmRaAAAAvoxzCjQTrYlIbmS_06jQ2_OYZXHW85eS8JrG47dGTxQErNNJtzl7vzGrCo8C9-5ixsMkF-SWX3J6dKqX8QRsZQSvwc7dfdSbY4U5q-D5M4Nssxj8xKGPQuYK0s3x8Yt7EhCbbsF5UiFTC0fUevk_hLG0GhTsLDZeYaZQwbTjufZ63qsUxgQLew,CmRaAAAA57Z2FQhkPGZ64TOLGCeEYyj8yw6uea3J5pedM2K8-bzFbUTu-QvZnYLFJiC0EHsj1tTpfqtczJk3CNP3YR_ueNKYbAEAIAdhqjqZVj9dfcpXgpMfz6nsg6MyHXN__C4JEhD7N_P65fmeI2zp9k6sU_RuGhSqL7xez-n2TR6jh_LIx5mBB2dxiQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68072I,GAEL CHOLAISTE CHILL DARA,Gael Choláiste Chill Dara,gccd.ie,Seanbhóthar Luimnigh,Nás na Ríogh,,CONTAE CHILL DARA,"Seanbhóthar Luimnigh, Nás na Ríogh, CONTAE CHILL DARA",Kildare,W91E282,45898294,eolas@gccd.ie,AMANDA DIVER,N,Mixed,Day,All pupils taught all subjects through Irish,N,N,CATHOLIC,Open,204,139,343,ChIJc-mcyLx4Z0gR2MgzAMev8kQ,53.2158046,-6.6691701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68074M,St. Jarlaths College,St. Jarlath’s College,jarlaths.ie,TUAM,CO GALWAY,,,"TUAM, CO GALWAY",Galway,H54EV84,9324342,info@jarlaths.ie,MR. JOHN KELLY,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,556,556,ChIJweZor7X2W0gRKlWKtMXL3dc,53.5159953,-8.8485526,CmRaAAAALgUWmqgi1YA80nj1JRgmP2xRj2xbiVqy-BQMl_WSPyCc4L5RzQY8mLBVOLxhKyKFa7-zgDUi7V-F739pGT-van7siiNRDzEO4_SIc5GOibDmH7KqrmcQNAcUPtCNAwuKEhCWYyDrGNkWz-7Nva4fm_jyGhSwPcwPCFjRYfVH0cIwj7-NWwfB2Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68075O,MEAN SCOIL NUA AN LEITH TRIUIGH,Meán Scoil Nua an Leith-Triúigh,msltcastlegregory.ie,CAISLEAN GHRIAIRE,CO CHIARRAI,,,"CAISLEAN GHRIAIRE, CO CHIARRAI",Kerry,V92HY82,667139746,mslt.caislean@gmail.com,AODAN MAC GEARAILT,N,Mixed,Day,No subjects taught through Irish,Y,N,CATHOLIC,Open,64,84,148,ChIJkXH0x5xTRUgRPodsuMDXFPI,52.2553689,-10.0184777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68077S,Árdscoil na Trionóide,Ardscoil na Trionoide,ardscoil.ie,Rathstewart,Athy,Co Kildare,,"Rathstewart, Athy, Co Kildare",Kildare,R14DK12,598633151,secretary@ardscoil.ie,MR. JOHN MC CORMACK,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,426,419,845,ChIJCWRtZ_JvXUgRdsLPm1Z2vHk,52.994795,-6.983614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68078U,Gaelcholáiste Phort Láirge,Gaelcholáiste Phort Láirge,gcpl.ie,Cuirt an Easpaig,Baile Gunnair,Port Láirge,,"Cuirt an Easpaig, Baile Gunnair, Port Láirge",Waterford,X91P984,51821742,eolas@gcpl.ie,MS. CAIT NI SHE,N,Mixed,Day,All pupils taught all subjects through Irish,N,N,CATHOLIC,Open,63,68,131,ChIJixVbiS_BQkgRbIzvCDinyNU,52.2249528,-7.0646388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68080H,Meanscoil Gharman,Meanscoil Gharman,meanscoilgharman.com ,Brownswood,Enniscorthy,,,"Brownswood, Enniscorthy",Wexford,Y21XW97,539235796,meanscoil@meanscoilgharman.com,MRS. NORAH HARPUR,N,Mixed,Day,All pupils taught all subjects through Irish,N,N,INTER DENOMINATIONAL,Open,98,111,209,ChIJFeld6QMBaEgRNtHv5QvmPpQ,52.4742786,-6.5568192,CmRaAAAAAw_8bih2DjllYO28nZM5o8b3jnqnL12ldyMyo_Am46JdHaT3CtLvQ6UfOsJp0qoumxJzhHlglLLhzgkkm2NJ2ubnBRVI2MXTMeepvMe2bZG2hh5F23gkgeonWAWUtB0yEhBfCvOxxunQtfxH_o3M6nVwGhQx56La1-tb34IKzUxdgwjgfq96rg,,,,,BT Qualified Projects,Ag fiosrú na heifeachtaí de phróibhitheacha E.M,Biological and Ecological,"Conn Caomhánach Ó Muiris, Con Ó Meachair, Jack Ó Nuallain De Fuitnigh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68081J,Temple Carrig Secondary School,Temple Carrig School,templecarrigschool.ie,Blacklion,Greystones,,,"Blacklion, Greystones",Wicklow,A63KT20,-,-,MR. ALAN COX,N,Mixed,Day,No subjects taught through Irish,N,N,CHURCH OF IRELAND,Open,275,253,528,ChIJ39Hmf8qoZ0gRo5ZVFSPdWJ0,53.1527901,-6.0851705,CmRaAAAA6p0Y4m30xusLr2bECsq1R5V_dl6PDR1ROXlIM1Yrh1wxk4O9WdhrL0JspZjnB4HljyHce70aiwVzoLE7hfTIEK2_cXixE-NymD2kUS_7TwN0dynQOm1ej3R7FuIGq7nDEhAwuIqSVf7DxfDcNxT582VUGhS4IUvUGPWrF5O9YYvSPvgMUuEBbw,CmRaAAAAdVxJCnTBvc2jYpWhbhyBimxWBa5AtBPnlfufdNUn3fua1jTmkZbT-LPBMyYvNB1AyCSIkqGUACJsNCaNr_b_Goe_8L-j-toknzQy_-TrLTSp31I1DFiQtsms-STSSRVSEhA0RrJqbsCoFV4DZ-o46BlNGhS2T0-7rcGVM5DfguY_gXDIwkbISw,CmRaAAAAVM3J1imQt5hEko6YE87XBnvGQQ5ETp_YhBjPwnRP3DYZCg5qKRe6eL7_JCwG8_M7g-1-I8CnpcX5kydEYpxJaKjmkHMwua_m45E9MDZferZ8Xs-FsYVKp2-nnVEUL5ddEhDpPUXehxdYMdApmgPfx93uGhSqirx-V9eHeyrerYlzpsuoVbR4WA,CmRaAAAAG9PhNy7Wvns_TzJ0OJCOsCCYfjth2GPGEONfbyF2m9POGP-GmOd5oJX7U2039JsjLRAlaGHLl6uSvEA1WZ0i-knAxg-06bRn0qfXxoEDBjd_J4cNfSbbZ7jKAy3nNOh-EhCjj2IqwTMBOu0XCB5OOYzzGhQZN2dV33nmawe_vSa9C9-Oskisvg,CmRaAAAAAsjQzn0c_L4SZ4ToWcTJdueMgchS9QDKrURdT3efFHftNFNnU9a_vGvVLUiym7bEmsnctvQQe4OQC90DoaluRI6ZfgJcFo2bJqqTIIS93762fNJgYYVmsrIKZeY36boEEhDVtK4FcFQpry9J3oPHA8SaGhRtnMXU7TemJQNhzcMC1mlOyHOWug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68082L,Coláiste Ghlór na Mara,Coláiste Ghlór na Mara,colaisteghlornamara.ie,Bóthar na hÁille,Baile Brigín,Co. Átha Cliath,,"Bóthar na hÁille, Baile Brigín, Co. Átha Cliath",Dublin,K32WV18,16904481,runai@cgnm.ie,MS. MAEDHBH ABAYAWICKREMA,N,Mixed,Day,All pupils taught all subjects through Irish,N,N,MULTI DENOMINATIONAL,Open,90,90,180,ChIJW2Ufb84iZ0gRxukIdJ17RSk,53.6068399,-6.2068938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68083N,Le Cheile Secondary School,Le Chéile Secondary School,lecheilesecondaryschool.ie,Hollystown Road,Tyrellstown,Dublin  15,,"Hollystown Road, Tyrellstown, Dublin 15",Dublin,D15NX98,-,-,MS. AINE MORAN,N,Mixed,Unknown,No subjects taught through Irish,N,N,CATHOLIC,Open,220,238,458,ChIJ4SOlQ8USZ0gR3QKFyDxtU-8,53.4248465,-6.3863498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68101M,Hansfield Education Together Secondary School,Hansfield Educate Together Secondary School,hansfieldsecondary.ie,Hansfield,Barnwell Road,Handsfield,Dublin 15,"Hansfield, Barnwell Road, Handsfield, Dublin 15",Dublin,D15H1FC,-,info@hetss.ie,MS. BERNADETTE JUDGE,N,Mixed,Day,No subjects taught through Irish,N,N,MULTI DENOMINATIONAL,Open,181,217,398,ChIJs3lWxn9tZ0gRtPcFL4cDCi4,53.3908989,-6.4456138,CmRaAAAAT1J5vVTZqjoK04CJmLO127o_2gJY7RzegZCPDmydeCAxZSjny_JCcD2QMECEqFo9cqtLqkVPBdXQLQZj8fy3tnjvoBWhc1KO6IqiAhIsnvL6MvRiHNU8oLvpboijHgAIEhA3EreB4_r_hi5SDh9TugwYGhT6HwjVdUstiqb4FeibQXn3bisIJA,CmRaAAAAGz8IgqdCa-bM2OO-fg2uMdNHMizLuLzOW42qZ2l4dF62rq4RQLMLP4lskrL7Vld2EUd9fkXtOKZq3NPGccceKX7Sf7lqDW-LiBxDj16k6bBfb7c9gSzoDnlGg42GE1WYEhA91209L2On_cfpPTnpt5R4GhR0eFbm5afcN74kN9K4h8-vDdluoQ,CmRaAAAAZm63w225EVP4dsvY36gcz_ZpDXl3r28t5Ql_f2g0bFqezQeQVOhtqv6lBIda4C3KjMORvKbfZgD5l2jm5s2o3FwhxJIXb6lO3y6Elbtr5P0OE7MFafJ1smm4vZ_7dASMEhAPYmzuHYE95Be82NvRzZz2GhTeb21hUsctdiX-5nbslbdLyKPhfQ,CmRaAAAAiP9FCnEzKeMbyx6KxZKoW4w_hIsycMQIVO01U0W2i8WqH1mv9JSlzWyCR9wgzxKKxurjwCeTys_KThr5RcsTgEH2Ogt1hdETpv5bKkfugBYVqWvCTddoyQ6svKOplcDhEhBxcm7fcy6jeUI5mdvVddTsGhRA4fG2yq-ivOGw6OsmjM94FL-MFw,CmRaAAAA9c34uZSlviOk2aXtAPyq-EkeOTWmcOFIyqWmltdC4qaIQfSTezj5WdfcarVLIdo4RZCzH7huJTYXxcUMN6gyIN15agDpFYm37acRP5tyvUAVhDpciA3Re97PKDNggnFFEhB54jMzpmJt8vkpuMddaLKnGhQ-ykxJ_OymYLKUUNSDIKMsYJzJzg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68121S,Scoil na Tríonóide Naofa,Scoil Na Tríonóide Naofa,stn.ie,Doon,Co Limerick,,,"Doon, Co Limerick",Limerick,V94Y6H6,61380388,info@stn.ie,MS. ELIZABETH MARY CASEY,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,325,289,614,ChIJmzHkVUKlXEgRUjhq5WTINYU,52.6008025,-8.2444812,CmRaAAAA-Gn3x3fXp_eSweaYpOF5w8qf9FSuRpzOkbODZI7DDHJIbcsZJvCyxw9KDfiExsCog1sNKx3xC4GTrj2t_A_kvXrwIVCKwW938Yc1uGDvW_Bw3_vo2uabbkOypPGys8oPEhDlzVpWikNjT1Lj5keR3DilGhSpREYBDvB9JPzzyRJ1GQHp9pdkHw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68141B,Ard Scoil na Mara,Ardscoil na Mara,ardscoilnamara.ie,Tramore,Tramore,,,"Tramore, Tramore",Waterford,X91Y981,-,principal@ardscoilnamara.ie,MR. PADRAIG CAWLEY,N,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,557,617,1174,ChIJh8fTho3CQkgRJTGIHt_jvaM,52.1617482,-7.1600184,CmRaAAAACTWNQIxHEQ1Q0rzO7Kq__TF9gB1b_-isy675IQG1-NRAaU5lILHYKqvZcM_yPTPxU51fo11HGHEMWDUOhbUNpWZYVLsvr_omxjbvVViVLddpK8KwkRHE6liIQuelD3h9EhAUJtAvDY5ZMcIbaWgbl0O9GhQp9elDVS5-n1KKtnvzXK7ZdCA6Vg,CmRaAAAABBLp29B1RNhWxzlg6xwGuYe6ol4EfhzxofY1ozA7T4yIa0RA56KIqANK6ItrRWWnJ3JDBajxHz7L9UjwQInm_Se8BS9caTt9c-ao3-vE9ZWcK-vBf7I_QKao2fWaIWb1EhBFhK6mWcoyoSDMDk_2hkJfGhTey4xaXYUOy5IYC20cEOWJRV9rWw,CmRaAAAAW5-cNfK7BAK100WFoNB3Ex6mb6tEaU5cawdw0el2PA4Nlc6qZ6BedEYJm1_o1N6laxL9dUGh_S5uBOekgfRyLQluzR6qcuF36XQOCknpJ-4cDVmAcSJVaYlgoaLqGcTdEhAHPeZKLA1F5oU3owQGxPazGhSSXrIlKqywopGNHYWAtFnOFztfpQ,,,3rd place Junior individual,Clearwater: Correct UV energy for safe drinking water,Technology,Caoimhín O’Leary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68161H,Gaelcholáiste an Phiarsaigh,Gaelcholáiste An Phiarsaigh,gaelcholaiste.com,Bóthar na Gráinsí,Ráth Fearnáin,Baile Átha Cliath 14,,"Bóthar na Gráinsí, Ráth Fearnáin, Baile Átha Cliath 14",Dublin,D14PP82,-,joe@gaelcholaiste.com,MR. JOE MAC SUIBHNE,N,Mixed,Day,All pupils taught all subjects through Irish,N,N,MULTI DENOMINATIONAL,Open,73,78,151,ChIJc9_nUOoLZ0gR2Y0ud6R8ckI,53.2924505,-6.2801946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
68181N,New Cross College,New Cross College,-,Cappagh,Finglas,Dublin  11,,"Cappagh, Finglas, Dublin 11",Dublin,D11NC56,-,admin@newcross.ie,MR. DEREK LYNCH,Y,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,86,124,210,ChIJJXYia4YNZ0gR9bbiEPgvHnY,53.3920357,-6.3231647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
