,Roll Number,Official School Name,website,Address 1,Address 2,Address 3,Address 4,County,Eircode,Phone,Email,Principal Name,DEIS (Y/N),School Gender - Post Primary,Pupil Attendance Type,Irish Classification - Post Primary,Gaeltacht Area Location (Y/N),Fee Paying School (Y/N),Ethos/Religion,Open/Closed Status,Total Girls,Total Boys,Total Pupils,Photo Reference 1,Photo Reference 2,Photo Reference 3,Photo Reference 4,Photo Reference 5,Photo Reference 6,Photo Reference 7,7,Photo Reference 9,Photo Reference 10,Photo Reference 11,Photo Reference 12,Photo Reference 13,Photo Reference 14,Photo Reference 15,Photo Reference 16,Photo Reference 17,Photo Reference 18,Photo Reference 19,Photo Reference 20
168,60140F,Mount Anville Secondary School,http://www.mountanville.ie,Mount Anville Rd,Dublin 14,,,Dublin,D14A8P3,12885313.0,office@mountanville.ie,MRS. PATRICIA MATHEWS,N,Girls,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,675,,675,CmRaAAAA5pa3_Ak2c2HINkskQEvcAofkh3ERMg2GMUVrvPlSw1RxuIJ-egDxqMJiHeIbhR29rH0zhFE3dsIWZ-kYhBpd9NWTF3UT7zDCnldrPlpMv05DOqwolbAoAfLzeGQiK7XxEhC-zme03ey6Uzp9arE4hmxFGhTNVsXWdKfPaRP8dzZHZJrSIlqv0w,CmRaAAAAFQcOF6T2wH0LdD9LyUqSUawZYHEaqSCXcFFsZBgp6ufCz5F1EokYOyMt97Pf2keIxgICA9hY0WoDgb1KxuKzXk0HkL8LIJr4MVV9Ewf4OqXSh3sKm1cpzkKptj1baDcVEhCcfttPZT1gwWLPvwZ2w_wKGhRAPMUGJAWhTfhSWtVptCV303Qt9Q,CmRaAAAA9lIrlb4RnblcEgc9vhBvKbfNBIAEr_I86X8YH2t2uXrOZkEDHM9wlI6siAPULK7j7-Kw4rw6Hv-ADRL27VGSE4KQuHenUn9_ocJ65J6FeEEV1pXrZAlrvE_M0_P1zL-3EhC4t7sYc8AXaZ2ss-0ovBQrGhSvzB_48kRVAy_JzQfr5SnNQvjyww,CmRaAAAA1UY1EGBm_xIKE-R_ju6YHFPKvkMirEIk5nkasSxis6QZVuKx3t_3Shx6MC0bD3qhfXwQKtOI6fCsR4e8mfrpCiHqZZlyy8YFfmFVTEn1whsCUdtbih-b2KcRAKKNxFtLEhDjUHOrtDip9Ix6lA2ynYITGhQQ_aJapKIaVch3dIA8kwQKK_FgDg,CmRaAAAA4pJWLdtMEDF4WK7hTipjU_PDwVCLjcV9wDtApdifcBfm76HhA0P1jklcr3HkiqSzHKQdDoG1VSeAey8Rx9iZUfY4iA6iqMiY_LL_YSk-epbnKbKOj2MO0TpOuIxfiUODEhB2co0FEiARbewYxyOlFFMqGhShs-V5cyW6ZMmBLdRvDTEud4bCQw,CmRaAAAADBxEpO9MHN5WNYQ8XPawT0mRX7FUTJ0-L7pQ0BeLWl1Wr26sWF1MtDPnPtXM4QZfhQ8zZch2Qe7J4a54r9C4E1tdd4-hMX0TpEECuWaYDYE7Q55vFQw49lbbIlnPRU1UEhBjhvthXT6k-hVydNNc93ILGhQIhpuLFvjsugHe0iLqNNI1vn6Mag,CmRaAAAA6wjnJfZK2qZFAyAaTuhh27T2SqhHl21j-OO_KcydmJ4KWE5J6jDnA0Q86eRNB7X2XzFU00QTDDPM0Ylu6rST-TpzYnozesaNAofKO3iWgzPAOFLbT-O8f6f45fJPbL16EhB4u0LkChhm2zV92PJlR1NVGhRY7hYbm_OXkJrGhjvpaRNY5CFlMw,CmRaAAAAxJgPbO2QYabve-vuHZGBfD4QEKYEGuD8EKdmga8SkXFGmhUpedCiZvAUjPjqMa0qHR_iL-SVKcNVe2nfOoCwTZvARwXQ76pPG0kO-e26pTrlAIrzhlour4KqllaCdZu8EhCgvj0aLAl3MlaKTwZcXlOCGhSM9nxiwOkLDMJYcpiN7u69y3qAsQ,CmRaAAAAEBBaRzr-b8ji1hy3mCMbtglhM4pbKM3JP-yNqlU3nSMWvykaUG0OhbUzG6GbukqCYSldcd07FDqcvar2HKQQZGdD9eGTYAG_VoDnSQn6bMJG9YvLSHFzkwIc5xNvdUanEhCGENDAFdvs-e5w7UMUfC-IGhQp5ycbV2dcArfLZLbaVc5VtoX7-g,CmRaAAAAIv0Nwmj-1wzNPHpt3LFl7LyIwVXv2TsajcqSiikL9vXDtZZIOAqReIg0fG_cX6urrLpRkK7zUF7oriI-858hlrWUX6RtHVCu0nhl8vVl1gHccg3c5HuzhsnpwHvba-vWEhAyV4Nj-ImnyEnV7up4_ErhGhSVuE-QM4p8yw-5FIaMVw7KaHKaUg,CmRaAAAALm9tUb975EFGz2v7UA78bLjB7wvWx0tAYcQqAMF8WbJrWh-t8ws0ZXl3UcfOmGWfh8VlsjIELj_pjEP0D5qn6g9o9RkXlqFRaR7GFwn2TsuWXqCMFH2wiHdXiE8uMypMEhCXa4KQQHIcXCkScUODgyohGhS-TiUP6qe0y59ULs8O5XaCoXUokw,CmRaAAAAhu_Bo_I2fITP7Qqd64wgh90gw2QXdKB6INFrxjFDvfJo-NapmiMxffqCpiWWKqw6tSw6Cs0ZDbFz6yB9hBjTzt8YRQ-dMKvix-agpmuWw1SP67EuMys0f2MvybWdT2Z3EhD1_6Q9szfoS--2Mbn6BK8hGhRP3AEtgxRoR8-i2HBlHfDzDsKR0g,CmRaAAAAqlEkGdZMkmm_gW09tDHQMs3GX08azofwHL4bba6H4GOpQiwzkFIiTQemyDWTk_w1zEBplTEhvW4AO7sOyWogtme5_cx0VWxaDboww5rKObFJhqyFRTkUYYAZnHu0jXV9EhDYiqC8a4sSXAg6MfHX_srHGhRxXQgjqv1hD6wW5vWK9iA4I33FIQ,,,,,,,
169,60160L,Notre Dame Secondary School,http://www.notredame.ie,Upper Churchtown Road,Dublin 14,,,Dublin,D14Y563,12989533.0,principal@notredame.ie,MRS. MARY M BRANNIGAN,N,Girls,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,64,,64,,,,,,,,,,,,,,,,,,,,
170,60180R,Christian Brothers College,http://www.cbcmonkstown.ie,Monkstown Park,Dun Laoghaire,Co Dublin,,Dublin,A96TF64,12805854.0,cbcmonkstown@outlook.com,DR. GERARD BERRY,N,Boys,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,,472,472,CmRaAAAAJLcisFDDR5U3QPipJUTPHCMEYF5o0E5LI0AVTUBGgyjYI9cHk681JpFHUq97V4BFcIgquBOX5fpVC8aWbqLhgvL5siMC2hPg_sOR3M6moYgcK33GAZIuYnEw7ez23QWyEhBX6_uopb6xXPP044ayxpsfGhSh-bK19wMBtVVaPKgLgohaYvT4vw,CmRaAAAANUU_aocUFPIqoey8TJbmYWb5PDGJRJ0SA7lkEDkFdlujtCBoE_fHXPggPi7RUwY29AKEUPsZWhaTcHnb2gR817QG83olDGTapD_Xq5SNnfSoQY2H_D_zZOZYHD1DjDaZEhCoDykfl-PDgnCncSsp_dKsGhR7PZcqlG-e-Y1rXILpvjIxfS1gFA,CmRaAAAAqhrmZJj9L6HTdB3-PLmNwBMhO6NLc-luks2hWEd8E2l_pnG_BcGsjr6yHCTsLGybQGDODOoXNXl-U6zLcwrZMKinDAS9mnaKyNdfMqDfV6WH8nbt2IHCuu-VFsHmGXqcEhC9qgiQpDp-CgHNNE7HtYqhGhSeoE_KtjTz0_P_g66FTvQ0BrN0ig,CmRaAAAAPyiWZNuGFZtmnbRqeqfYzB1On6nR-fg1rm-Eu1zOUxuKLBh_5uWTjSqUw2PMw7NiqX1EeXc7NoxtdrJtqJXShR9Y941gPj3PCRAds-TARhypmIik1opuhjrC55_LVjw6EhB2k0212qYxQh6scG7rjTezGhTuDdHzJXDF_jrGIVlDjaZwuaV3Ng,CmRaAAAAhqEz2ZYyYyzKTeXfREw5HIFOAhbbV6-W4nBbBT8b_LEJJc5cz7Ywi_BjzCOHsqRDlwEtudOMwO8zhlZGK09pef952WmSESbaDdBibR3mN-riTZUTwTb3BmeijD1Wa2yBEhDiYEwUmJxH1BHkOofh63ysGhRqR-XkhaLzEgezGynayOgiVefF6A,CmRaAAAAZx3438lRiHnkxqdkLbbaTidL4efZz7e4MNHlS8U7Vko-ELc9nsZ8_xa_X_exr2Mt87XkDPJC0erMa57S3D4rhvaY4PKtSQdl5XuiLRnk2OqQdbojgB_O4rPNbkKsMgQeEhA0ESRwlTXDr5JbKQ9NNC_9GhT3JWj4-RaG8SKsvrKKMBU82oXwsg,CmRaAAAAcVjz7JyQRyhXVod9qYEEqqoBylTVYCydhiPvMDd6n_VnngWl1TtXt72vRySeLkkonx_NMzvAV2N077klg_ac8wN2xpZKRktTeM3V_PLONKOS79QtZOTo6ERwwEysA5ilEhAxoY6XlLj4r0sUXf6GZ0u5GhQIt1s-1E-PM5_orAQ22NUeARR8xA,,,,,,,,,,,,,
171,60240J,Loreto College Foxrock,http://loretofoxrock.ie,Foxrock,Dublin 18,,,Dublin,D18FT21,12895637.0,admin@loretofoxrock.ie,MRS. BERNADETTE PRENDIVILLE,N,Girls,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,552,,552,CmRaAAAAPPo6i3SH06OeLacBxmZz1GIibPSpX0V9k2lCVK__NKw-xiUq-U09WxpRIgNMIKEWG9r7DQKblWC_om7405no9WbwHIUdaZfgzGAo8KbGE8iOPiz43LgCfV8Q_Fa9g13-EhDoL8pcPREc7FFU-8D-MTLnGhTYxySb8l4waG-_c6UtqMQap5FiMg,CmRaAAAAaHzPShMr8TUHK2zQ7ftlIC-KIIEbaBfOXdSURSUBMzZ4ApELDDUatNZO27jVszhoryifcPkeiTenhzpaMnoraYX0cOxxAxE76hLIzHz_K7_-5Jju8IlS00lT_MSwHdJCEhAYFj8WhlPqCjCufiOxFRd5GhQ7Za8LJEmwVlm1Lp12wXao8jRSdA,CmRaAAAAP143RGONdc8PgV9G_JScX7hLkYiJQTmrW4qeNRBjNvXMEvRC4Sy8qef3_yQ1vuMrIltX0H8VY2QXkn32L3PDZDo_x2X8IR3ovMijFhBdQG8FmyMLLQ1Lz2xpeR1O8seCEhDc1GNkk8ArQgT1gZp0hRMnGhQY1iWD3A6BUSU5EqrBVzat6x6BYw,,,,,,,,,,,,,,,,,
172,60250M,Holy Child Secondary School,http://www.holychildkilliney.ie,Military Road,Killiney,Co. Dublin,,Dublin,A96XP82,12823120.0,admin@holychildkilliney.ie,MS. CAROLINE MARY O'BRIEN,N,Girls,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,347,,347,CmRaAAAAKaRWKgTfUgielZmUbhJEAUntkVxD17mOoTMVf2bYQHfYvAWRvmYwV_ntlv2lCkeUuXvuGLDTvA9TI7OT2txD44wTR-QzV1Fxpu8Edlfu4gKpcZXUgwil01vJfT-E7VxpEhA7SlQzE6x98JpHhy8g3dpWGhRpa0cuM2s7i-VcwN_f2y_E93J01A,,,,,,,,,,,,,,,,,,,
173,60260P,St Joseph Of Cluny Secondary School,http://clunykilliney.ie/blog/,Bellevue Park,Ballinclea Rd,Killiney,Co Dublin,Dublin,A96DK13,12855027.0,office@clunykilliney.ie,MISS MARY G WHITE,N,Girls,Day,No subjects taught through Irish,N,Y,CATHOLIC,Open,309,,309,CmRaAAAA9VC2QuwABfVuZAVs6pOagivAqDYeAgzYo56_cpdHhX2clbsQ3WiNfk06vkui2qHYTRqnPP4b5b0XSWbpZg470JAkOEHox_t1OGW3ivv4MlgtW4URQiIn4drzL8xTadbOEhBCLlRfBTGLIUapecx50ZeIGhStRx0l-R_6EiBMEegBdQyviTLEeg,CmRaAAAAB_6MwJkOlnoRQWHNkpEVs8RQNejWVIZrK6VN_FmZActuqNdmbZpJhrmO0D_udw18xYwei4zfmLWTyPDIbZa3K-d83k0oRX2LGESwSP6uXXiUhlKPaQ6eXKd-I7j7lu_lEhDFKfC2_ukDFQc_9TQlGGI8GhQNQF3ahC1IQO4Jobh24deYPpN2-w,CmRaAAAAyJHTqDjD9rTZ9sL29FeXAGbb-4ZdqXkA7Q5ZOx1111Eqa6SKw3U9nv94L_PRzJb-vghasJaQzbXKpfIYa4ZKe7HBXJCc-yiHd4zeMxVTdZEORs75CfkOOEYSZTdH_eIdEhArWLGI-kUgh09ieXaZi532GhQspD0tTiwWgmWFpHS_jxhvmvKEfA,CmRaAAAAD8JJbIFv6KYquH7FbrYU8zQ_wGGA8AKcu0P2OyZtBss35xnrmbJLMqPc8kC_0t0845v9Gh0g6Mr-WqX8aLGn9cE0Qe7fGaLq9hhrCE_G58SnxTLFX_vNbYiHkskuZRRSEhD1dshPP3C4vV50jBNW7Px2GhReWXL-MXtHZPSVUo3RNXwtomi_AA,CmRaAAAAKDiwZJRaw_kCAH8YbTnksT_li6WlGuxG-Z7noCyJmD3Ifh0XhkKh1B0Dwe5aQORXBw-g6n4y0q3XVNt3zwvuGEdVXZXlJMuOzYQelXxio4Tt0PizDIP1BMmOeSdzCZFiEhAOchqHS9yudDcUleT-PZwcGhSkPMcsTd5crZTzFsHHODoQa5PzCw,,,,,,,,,,,,,,,
174,60261R,St Benildus College,http://www.stbenilduscollege.com,Upper Kilmacud Rd,Stillorgan,Blackrock,Co Dublin,Dublin,A94X886,12987836.0,stbenildusoffice@stbenilduscollege.com,MR. MARTIN JOHNSON,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,795,795,CmRaAAAACgCKT-ISzH85DgkrGqVPr6SQefiPNCgMzRS8Pp7Q4NGOlFLWlck3PNVfFQWdoKk0Cd8gu8b6o55Sd1CkmQVdsdOM-ZWqKYtrT_e72qwpx_2stYpKm-yOHE6Jmt2rISYTEhBsSvx5KZ1BrbOHd5oZKCaDGhT1-RMxZi9S64E6qPVe3hYi67KHjw,CmRaAAAAznFFGle9acZAsYp3TiGJHdrns-DSecSG-Ukr4ocVVNGnWMqDxNfh5GBGcSvVtnzJe1XDwUPqHdGWW317cOHXGGcUvL3yV0H9JjmxGk-VhQCcKItChb10tAw81lhyzydSEhBaUInCnOrUx9Wjgm-H0fICGhRzFJXqcNrl-bNLCx_v6h_SeE8wgg,,,,,,,,,,,,,,,,,,
175,60262T,St Laurence College,http://www.stlaurencecollege.com,Loughlinstown,Dublin 18,,,Dublin,D18AK07,12826930.0,info@stlaurencecollege.com,MR. WILLIAM REDMOND,Y,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,147,139,286,CmRaAAAAfdlvQrLY_OYImKdlsMpm_ZJzdX_cWH42ci9ePuDGN6sNE2x48hUBmcjze8DlakXtPQ76KyK2pBvCEH4aypEOrfK2O-1UV0o3oPH93yKb7PH4XblQjSH7K0yVHBdVeFKOEhCSZAn5Jf9Zrb3QlONXnVf7GhQ-IMWns7v7ghzag16sYmTk8Mvpqg,CmRaAAAAFwE43l9y1TbUZ6rhjZqQ05gW99f5_VPyJl2dW8i0b_uEJ2_SS3Xp4GZUhud1aEpbRZ6YzceGA9QLkd8bKQCqdxsYnIEtx7X8PdZTRCt9ewoKYq_S5KMBaet1DGyljj41EhA7CoGlLn7xlWQVYaxa0O0SGhSKFSzIYOG_j8Gkjf2t_kUR3-uHqQ,CmRaAAAAjlkkQ1YosWqQZ2zqFF2KjltpJipro7Wgw-RJdklrwAysh5eovsXTZ4VpViAXmyPmQ2sTljjMB19oSBIQcIT-kLe1YTEqDRI0ac-g6_aZ2ilNgCWtBZc-Yz3IebLt_cN6EhCfEAQdhyU8Mmghw0VYlRlbGhQ6BHnF8SCIgto68NXua4cGn5kttQ,CmRaAAAAd4seJtASionAx-P6XLusKxFzvrUod1EVAISUHUZzqkT8I6UHry8CornYpm43iZ5gIYrvzG30aS37Ler4KxngoJoYn2aDEsXWoK9QpB4Pv0AecN7UB3evtZWSJuAGj3fCEhDroGrokOTGsW7xET5gA0VEGhSJTbuVOXNsvT8mi65XDZe1Iq-7aA,CmRaAAAAVvl0Mbnjtzs0MPCODpR4xRrXRRykh2ME_QurSaNiiRxoUNgaf5aCr7Y0YKkSy_UsF1-cmnVnkMGi9jTq291LQD7FBzYDCYqQANcTG9XVLYdbSrkJ8Vc7gZ7ZfrYyK7JZEhCPBRTi7XlWqPrL1XL6qXkYGhRxG8z9PBnoQsy2qAB8dv1C28xesA,CmRaAAAAZcFzMu6KxXfanwnoi5TiQtyCGPh_LHF6jJQYHPikgn0Lxb_RX-ncPuJkHC2D2rckGyefdMWoKqH_27VdHWAyEKArWduIFLzUcxsaKLCFSkoefFE0aPcX54SY2TsU_JAlEhA4cJzid0c5adYyp_wvLf-fGhRNTcTew47JrCjt8G9aaf8AJsD4RA,CmRaAAAA-rxUUGcMUN905sqniLLEsqlSDqF8DvAZiwqoPNdq5IjQlKI8v6ORy0MtgxhqAI2O9yih_QFtQ2gimjWOpxlzjmAcVlgQkDWqsoXx4IDtMrvFCwhO1Qgp9eQkbtgJzzrmEhAJM1M-Glr9jCFMJ0UmhGURGhR8CjGl9y2TRJ_Y5PO-rbhK4pu39Q,CmRaAAAAwTCrtmW193chAxn3K9hj4UMrTpqUEfNuJjK0oJRA4LaHKw0iW8JaAHn64rxAcQ5dHuexjBtFfz2XgIun4Daz8sF9xyGu3_O4JfnMK2_kq5qa_KnGdevvS94pZtd0f00pEhBYdockuIgvdY_k0lCkjk4mGhTg9ck6t9KYKrEbmLticx5Z7ZaWPQ,CmRaAAAA3waZrg8LLK1v2Y2TWoX4eRE0NstJioRn83zBxWiQxXb3VK7e9KKKWmCVZiXLqL7hWdOMyphYsWDFaHmi8b3thGkpBQADHKa3WBeNqQAFbA8JNlmec4ILFnwzHbWKPpPVEhCwQ9OEbPR2iME5-QPoq9m6GhSstMvb_ztGwHsKgY-PGjH8cCnaFA,CmRaAAAAmBSdOXo3bOHhykMC8jwPK6u1nBabE5RAXDd8koOtJdMZ62xZbZBg4HIOofmFlOaP4GgJPOYAy_7m5NWWy2WZ_ygIyoxD92m9g9VWX4mnRom2FwQ25p9X-n-Kf1Ue1NCNEhBhOHdDboXKy_IKEL8WcnRZGhTiTyLEi-1uNr6Ap2izX9j5xkMO4w,,,,,,,,,,
176,60263V,St Josephs College,http://www.stjosephslucan.com,Lucan,Co Dublin,,,Dublin,K78VW74,16281160.0,stjosephslucan@gmail.com,MS. BERNADETTE FITZGERALD,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,876,,876,CmRaAAAAxqiiPMGl_ATUtbH94RQ_t5aCSv2Ik4qQDFnJBS0WUhTJ5tnWD-7rD93YnV0P7aHyEDXOIQl73zx7SJFgcT0KVFKZFyKCBybfZcNhv2DVx7IUhxGI8TAYSjt5srWMZkoDEhD4Q2oy3FxleXtFYo0ABS_PGhS2JZ2ngKZ5EJyKmUK1jJbMeHZwIQ,CmRaAAAA5tJD21Tz7pk3d8EWOnE8MIxG-4m4Ts-XtueuXgQEEOWbRdXhAgxhGdYDGfbzIJR7shY0DXqASqFAo6PW8UMcbMxeZxcSJc5oKvBlgU7m25cO1DTx3P8W063ITyWt124jEhBgmGlb26jcTGMn99CMyNuTGhSyb-1LzE513CWPWLb9jeCjXV0WHA,CmRaAAAA9DnSZGI8T9g46JTAHk6Rh08uroNcHWRZoM5zk1HOxrB9lYAz9jwYkzUl8TxL2xvVh2bljEcp1lri3Hsu7h44eQ0817p2cc1cUkyBXNI8iDDLJNQI9F0FENTPM1iRO1vGEhA3R7fKjsRcD4Evzu1wt6TzGhQOqWxc78Oi8K_nzurkSRHarxT0xQ,,,,,,,,,,,,,,,,,
177,60264A,Coláiste Phádraig CBS,http://www.colaistephadraiglucan.ie,Roselawn,Lucan,Co Dublin,,Dublin,K78E927,16282299.0,admin@colaistephadraig.com,MR. ANTHONY J BRADY,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,590,590,CmRaAAAAhcYibxlcLLpPPcxbZebB-XOxFJsOqYr22Ku6UPz9XHxd1qpPB2gJhWQYzSAPlY8Tq4mq5wnjnY6bUoHSXthoojPOZ1b7q6943JohiWDbaL6NbmTiaVOBkRqDjuNux6zKEhDxV7AZpraySjlItn9ulfoqGhQGEHe9OEClPSDrTb6xYn23W8IXpQ,,,,,,,,,,,,,,,,,,,
178,60272W,The Kings Hospital,http://www.kingshospital.ie,Palmerstown,Dublin 20,,,Dublin,D20V256,16436500.0,headmaster@thekingshospital.ie,MR. J.D. RAFTER,N,Mixed,Mixed,No subjects taught through Irish,N,Y,CHURCH OF IRELAND,Open,319,408,727,CmRaAAAAr1GT3QAhY62ZR61hKeQhkbwas1NiiktnvE6CtkmXmudjYNXG66TF2pvS4bvzKIZgagNuTDuLIkdwDpAaHSqSvGtVGheP_j5s0F528DdB-EFWH_Tgk32YYkug-YmeJLuJEhB-pW4Zv7jwczVYaKhMY5LCGhRxTZo6y2kxEk6dZoaujdqMOChg_Q,,,,,,,,,,,,,,,,,,,
179,60290B,St Pauls College,http://www.stpaulscollege.ie,Sybil Hill,Raheny,Dublin 5,,Dublin,D05C673,18314011.0,admin@stpaulscollege.ie,MR. ML.A. BEHAN,N,Boys,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,,578,578,CmRaAAAABzMX5bPG1t2DXgz_TeABvkbpObuNxd-9kD0_TOjw4wOZpnLdK-__4HKc67iu8_roWnkvLI_Akso68J0R1TG0_A9nQrTKIWcedO3vNl0MoTVEf53imvio49Wf8Yw2X8JTEhAAYWQCFGQzW7TcMPfg_fBFGhSNhfZMpxHlle6w2t0vMFYZ9AwyGw,CmRaAAAA_iRRXiikjWRf0tjrLSRJ72B9nsMWPa1rpU78hmIDJoVIsvywzQhxgDXFn3MYg2GyTgGGXGij31DtQ37Xuwofq46hBUNs4geyJ0GE18g0nAgw0CN58c3hhBHNshHNWjyrEhBA9XdRtwuKL9TUzKksMkdhGhQLWv9R5Ds2zy74w3OZDn2sV1GZkg,CmRZAAAAkzhpTbuNNkAKsorb10HyLmoECC5edBkNOl3tXnBvp_Klm0-ukzOeFAQHIQ3LRmp8yriV_XDGkcu4xserxR2q75YiILaU6ydDX5mHF0E6xuz1fxOnfUElVP7P2yCDwPPFEhCZQWJFb8dcHGRuCHN6H3GLGhSzxKfx6vRz-bZ-uQ1n17Qt20KwPg,CmRaAAAAoTzzjjsx0XpGnxgcXIMwmkXIBil4ZhHPNJGgClvgb0gHrkd7mkZ1ZIp3Stqw5UceuyVgHIOFEKsx2FgVcC6YSFB-u5QsQl_CsahycuQgTd6j_R_Iwxrz_f04R6hsnnz_EhCmSkyF6w5JuXzkrZNjCIAMGhRr0JZNwt28mknaykKWOXL2AuNfqg,CmRaAAAAILed1G-BoRCMFiLMrJazkFj-ep10HGRVsvyli1Cj2tG6w2zKV3Rnc2olAjEC672XxCMlx6xelsWLF0UGDuDKHz2Hd-gjwZkBVCahbeXP8lcVT6Jy7DTRmweOucpYPSOdEhBnMjL9NQokNmTMV58rDFmHGhTF0kriIy6FdEBFR2X-J3xmT7Ritw,CmRZAAAA7MB0jRmNBaipQ9LZLH2sySm1sZ_1yY3C71LGW9dFfkSSg_rhlSkyKAdzyrF1HR4JAMkvP8TeUi4EU5gUUpSrjeeYwNOPZ2BLBYhzGm8PWvRXcbHEhpSSwSB72-a3uIFMEhAD9kttyUjTg4ULQ20IabR6GhSJ9pch7vEABMPpc0wJ3K8C39OhxQ,CmRaAAAAfA63m9TP8-pX1eWXW8EP58PRH6tjH2hhjjMR5LLWXp4RGjoBfYilV4T526W1FhyQML0wh2LPkxyhYsnDNYTkbMcDc_w7bk5MoquIgNbvLqNJWGoLpRLD-dBzFEcbzoWoEhAywFSW7KfGZCOhjPSLgYOlGhSP0iEtMet-e9VtA1Fp2yAvSK6IEg,CmRZAAAAoZ8oKagux4_Nhj3wYtiamj984thjCD6HgSqfw_Qr31AT59z9BOrAMcA7VacKSAmMauBM8-9dbbIsyOOlRVdsZ2ajevdyVBDzuf0JWhsgMCB3F8-heiYOaXl69mLYpTV3EhAUH28rWxRFd7NYkwg5DLo_GhS8TRE4ZBFTRRJQDvggmULNn9joBw,CmRaAAAA5n3wHqA3s3cQ1qQnPE7CPyXNSYLpd3XX9SvaTGqSXHmFyzbK7PRpTaUvh_7na9SLKzTl7cdNM4lL02MKdRMByUjjI50j2an3WXLcqLFVl7Wk2KkB_doWFwYPUm7y6IKbEhD2GShstPxYjciBukqSu_qwGhTFDt9gZNAFENoy8u-mawme2BXaLQ,CmRZAAAAgWb14wlLz_FGuc5uhHcnJ4d8MIGm0VPhKUvexKWjizVqHZa17bdRh6kOhfdLokatINATcZpQEGd_u5AROfQbCoQSb7jbhR5YnyZ5HJVlkbFFSZcrDeAs4kqMQ-EgnoSEEhAfpoK1oN62nM8qRqyaG03QGhRmXqOYRPoyScLV5wCOuEwc58BdCw,,,,,,,,,,
180,60291D,Árdscoil La Salle,http://www.ardscoillasalle.ie/ALS/2015/,Raheny Road,Raheny,Dublin 5,,Dublin,D05Y132,18480055.0,secretary@ardscoillasalle.ie,MR. COLM MYTHEN,Y,Mixed,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,84,123,207,,,,,,,,,,,,,,,,,,,,
181,60300B,Manor House School,http://manorhouseschool.com,Watermill Road,Raheny,Dublin 5,,Dublin,D05R827,18316782.0,deputyprincipal@manorhouseschool.com,MISS MARY T O'NEILL,N,Girls,Day,No subjects taught through Irish,N,N,CATHOLIC,Open,753,,753,CmRaAAAACIVSqYCb7QMB0GpkcoIt46aueQPy7rBPcPSNU5dAyW68dRHcmcYzpgqRsW2xDKxEJ3dwp-R77GEtftz2ov-GQMhQ4eS77IUwuMJkzHt7mWyQ-tNg_QD_F0MbaymY8RWBEhD44sEayCS1mt7Szcc1mlZ1GhQmY6X5_AElL_Cwec5-jpu6ZE_dLg,CmRaAAAAPjx3ZkTKeAYJ2m1e8DbnaWTiCJcTzIB0q-XXJ42JPnE8uMjfoMWQfvNLkIwyBzPWzDWkqvRjxpoOa8W7apmnePG1PTjpojQpZh6FlJYc7elDpT372J1hPlz3ixeewDXKEhBv1s3NfHTpnU168EV7Hn75GhTxo0xsWQoUXYxQtmVwZ0UIVZ46Ig,CmRaAAAAmg-LB7ijBtQSyQK0CJUNjIkTIcda4v0UUzHDDrJvJIjjOs76QBfzJ16xtNI4ZmA_Jo6jLAeSMuQ6FeAP7DvZQLEdYBIrLZwdMTNmxXDozCCFmx_NbZoVRh4hgxSU5ImXEhBDhhX5ECm2RDaIHGcryDpSGhR2W8wuFObIbUM0q_ycn8b76vhUJQ,CmRaAAAAHL7NmdNpb4KgO0kPnNeDIsRhDMe2GO1CBVnObpetSCmRgKfTgojnxAjEbgYGr92zWeqDi67_6QLAVVyWBVHxmPCOc3r-uLC116CR2SSPDLwsPfYVpavnIYtu_2YO9K8MEhAl97sY_JC_kO59TILM_R_jGhQSOfLnX4nITPBlsqFWfDw3J8xHqA,CmRaAAAAi87EM56YTtBvRWyp166rvJKZCEpadh38LTNipy0DZHTPNl_ZryPbazo0yfHw0f2XHOXxTqzY4xZzMlzEsoubwotBeHQP-QzMAr45rdajH3dskvFNeE-hxcf3h9Od3ia2EhCQpUsvlR_a_21L1vntgVLzGhSATvC4MeM00uO79i3btt3Yaz-VVA,,,,,,,,,,,,,,,
